id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_30mile_square,outside_20mile_square
32,Siêu Thị T-Mart [NE],NE,Siêu thị,Thanh Xuân,21.0733648,105.9631802,12270.105943,10715.276867,1,1.87,60,60,1800,20579.300,22479.100,True,114.749,reality.1000.1,128,true,false
33,Xuân Trường,,shop:tyres,,20.8275840,105.8796549,3602.105819,-16632.989120,1,0.70,60,60,3600,23389.453,23389.453,true,,openstreetmap_20_30_ring,node:6520665189,true,true
34,Không có tên,,amenity:ferry_terminal,,20.8141984,105.9105769,6816.205877,-18123.074112,1,1.58,60,60,3600,26610.844,26610.844,true,,openstreetmap_20_30_ring,node:8343976473,true,true
35,Không có tên,,amenity:restaurant,Thành phố Bắc Ninh,21.1839280,106.0668321,23057.711844,23035.224960,1,0.82,60,60,2700,44793.666,44793.666,true,,openstreetmap_20_30_ring,node:6669781786,true,true
36,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9728877,105.7818167,-6560.031078,-457.266897,1,1.60,60,60,1800,9553.100,9205.500,True,25.877,reality.1000.1,738,true,false
37,Tịnh Cafe [W],W,Cửa hàng đồ uống,Thanh Xuân,20.9974296,105.7061760,-14413.456631,2271.667873,1,0.48,60,60,1800,21269.200,20388.000,True,21.336,reality.1000.1,746,true,false
38,Trường Mầm Non Hoạ Mi,C,Trường học,Hoàng Mai,20.9529434,105.8351471,-1022.981234,-2674.971872,1,1.81,60,60,1800,3710.500,4481.900,True,6.961,reality.1000.1,928,true,false
39,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9839367,105.9172143,7497.678220,771.325848,1,0.29,60,60,3600,13207.400,14811.300,True,12.302,reality.1000.1,353,true,false
40,Không có tên,,leisure:park,,21.1924134,106.0397393,20241.627177,23979.819688,1,0.64,60,60,2700,43128.199,43128.199,true,,openstreetmap_20_30_ring,node:6545865258,true,true
41,34-36 Phan Đình Phùng (Thị trấn Phùng) - Quốc lộ 32,,public_transport:platform,,21.0848580,105.6694842,-18243.494699,12006.752560,1,1.84,60,60,2700,30015.843,30015.843,true,,openstreetmap_20_30_ring,node:4211959991,true,true
42,Không có tên,,leisure:park,,21.1921645,106.0394507,20211.629464,23952.112140,1,0.77,60,60,3600,43072.508,43072.508,true,,openstreetmap_20_30_ring,node:6545865256,true,true
43,Everything Coffee 'N Bagel [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1062016,105.9216212,7955.226353,14366.562434,1,0.33,60,60,1800,20815.900,22025.600,True,8.178,reality.1000.1,233,true,false
44,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8798873,105.9692210,12897.294388,-10798.439553,1,0.98,60,60,2700,29637.800,29900.800,True,49.187,reality.1000.1,364,true,false
45,Siêu Thị BRG,,shop:supermarket,,21.1383517,105.8567809,1224.532416,17961.671244,1,0.78,60,60,3600,24742.914,24742.914,true,,openstreetmap_20_30_ring,node:8577311117,true,true
46,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9618215,105.9720450,13190.497304,-1687.772194,1,1.96,60,60,3600,21194.300,23265.600,True,10.826,reality.1000.1,246,true,false
47,Trường Mầm non Đại Thanh,C,Trường học,Hoàng Mai,20.9441227,105.8424059,-269.333457,-3655.788962,1,0.88,60,60,3600,4476.500,4610.900,True,39.406,reality.1000.1,939,true,false
48,Single hotpot (Lẩu 1 người),,amenity:restaurant,,21.1767687,106.0652400,22892.225501,22238.251684,1,0.64,60,60,2700,43862.936,43862.936,true,,openstreetmap_20_30_ring,node:6545253554,true,true
49,Cục Sở hữu Trí tuệ [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.8797258,105.9324939,9084.088725,-10816.397533,1,1.77,60,60,3600,27170.300,28774.200,True,140.056,reality.1000.1,386,true,false
50,Trường Tiểu học Chu Văn An [NE],NE,Trường học,Hoàng Mai,21.0611803,105.9497993,10880.828715,9360.422283,1,1.59,60,60,1800,17412.900,18674.800,True,100.2,reality.1000.1,167,true,false
51,Cà Phê Big One [E],E,Cửa hàng đồ uống,Thanh Xuân,21.0038035,105.9746692,13462.955905,2980.413216,1,0.54,60,60,3600,20945.400,20744.400,True,58.745,reality.1000.1,306,true,false
52,Bếp Huế,,amenity:cafe,Thành phố Bắc Ninh,21.1871509,106.0653334,22901.933700,23393.998188,1,0.80,60,60,3600,44993.475,44993.475,true,,openstreetmap_20_30_ring,node:5202240031,true,true
53,Starbucks [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1074307,105.9326794,9103.348336,14503.232119,1,0.35,60,60,2700,22150.500,23360.200,True,211.141,reality.1000.1,221,true,false
54,Trung học cơ sở Nghĩa Hương,,amenity:school,,20.9731091,105.6169237,-23706.747598,-433.134988,1,0.45,60,60,3600,32586.793,32586.793,true,,openstreetmap_20_30_ring,node:6184420092,true,true
55,Trường Mầm non Văn Đức (điểm Chử Xá) [N],N,Trường học,Hoàng Mai,21.0418534,105.9142454,7189.431005,7211.369056,1,1.05,60,60,1800,12507.300,13358.600,True,92.72,reality.1000.1,118,true,false
56,Không có tên [S],S,Trường học,Hoàng Mai,20.8492419,105.8391064,-611.905348,-14206.052558,1,0.64,60,60,2700,18621.300,17001.200,True,0.472,reality.1000.1,442,true,false
57,Media Mart,,shop:supermarket,Thành phố Bắc Ninh,21.1723924,106.0628358,22642.327714,21751.081968,1,1.55,60,60,2700,43150.734,43150.734,true,,openstreetmap_20_30_ring,node:5548442872,true,true
58,Trường Cao đẳng Hà Nội [NW],NW,Trường học,Hoàng Mai,21.0500351,105.7167611,-13314.454443,8121.132587,1,0.76,60,60,3600,20877.800,20876.500,True,1.983,reality.1000.1,850,true,false
59,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0809958,105.7818167,-6560.031078,11563.805352,1,1.83,60,60,3600,18873.100,17918.300,True,30.61,reality.1000.1,858,true,false
60,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1050271,105.9614712,12092.668343,14235.963993,1,1.37,60,60,3600,23273.000,24006.300,True,30.326,reality.1000.1,169,true,false
61,Trường Quốc tế Singapore [W],W,Trường học,Hoàng Mai,20.9635886,105.7704514,-7740.037839,-1491.279639,1,0.66,60,60,2700,11691.000,11217.200,True,11.398,reality.1000.1,710,true,false
62,Trường Mầm non Yên Mỹ [NE],NE,Trường học,Hoàng Mai,21.0446229,105.9982830,15914.668017,7519.323405,1,0.31,60,60,1800,22756.100,25051.200,True,53.695,reality.1000.1,211,true,false
63,Phương Lâm ( Lê Thị Dung ),,shop:convenience,,20.8131320,105.6447726,-20812.072249,-18241.785760,1,0.58,60,60,3600,38035.108,38035.108,true,,openstreetmap_20_30_ring,node:5634577121,true,true
64,Trường Đại học Công nghệ và Quản lý Hữu Nghị [NW],NW,Trường học,Hoàng Mai,21.0848544,105.7608077,-8741.298801,11992.862096,1,1.38,60,60,2700,21891.400,21412.000,True,24.142,reality.1000.1,804,true,false
65,Trường Mầm non Yên Mỹ [N],N,Trường học,Hoàng Mai,21.0446229,105.8825014,3893.597667,7519.323405,1,1.04,60,60,3600,12141.900,13081.800,True,3.226,reality.1000.1,90,true,false
66,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9907069,105.9211667,7908.037711,1524.137740,1,0.78,60,60,3600,12671.500,13797.100,True,8.312,reality.1000.1,351,true,false
67,UBND phường Khương Thượng [W],W,Uỷ ban nhân dân,Thanh Xuân,20.9961949,105.7210844,-12865.586113,2134.375497,1,1.35,60,60,1800,18743.700,18035.800,True,77.169,reality.1000.1,715,true,false
68,Coffee Cây [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.1102173,105.7156345,-13431.424133,14813.087901,1,0.57,60,60,3600,26015.500,25531.800,True,5.91,reality.1000.1,859,true,false
69,AEON MaxValu Linh Đàm [N],N,Siêu thị,Hoàng Mai,21.0661348,105.8342717,-1113.869985,9911.337547,1,0.23,60,60,3600,13336.100,11651.900,True,52.212,reality.1000.1,40,true,false
70,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),C,Trường học,Hoàng Mai,20.9407141,105.8617744,1741.608705,-4034.807989,1,0.29,60,60,3600,7576.700,8818.300,True,22.812,reality.1000.1,988,true,false
71,Trung tâm Công nghệ Phần mềm Thủy lợi [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1109352,105.9522405,11134.287269,14892.914739,1,1.83,60,60,2700,22667.400,23894.200,True,26.064,reality.1000.1,198,true,false
72,Trường Tiểu học Đại Kim [SW],SW,Trường học,Hoàng Mai,20.8638876,105.7173818,-13250.010020,-12577.525021,1,0.32,60,60,2700,26306.500,27605.900,True,66.035,reality.1000.1,569,true,false
73,Đảng uỷ - HĐND - UBND phường Thanh Xuân,C,Uỷ ban nhân dân,Thanh Xuân,20.9947377,105.7997065,-4702.615527,1972.342250,1,0.55,60,60,3600,8857.100,7967.800,True,33.69,reality.1000.1,997,true,false
74,Không có tên,,tourism:attraction,,21.0966404,106.0265252,18868.124829,13318.369328,1,0.62,60,60,3600,31740.781,31740.781,true,,openstreetmap_20_30_ring,node:8244353117,true,true
75,Trường Mầm non Định Công (Cơ sở 3) [E],E,Trường học,Hoàng Mai,20.9733383,105.9554135,11463.725247,-407.162463,1,0.76,60,60,1800,20520.000,22829.300,True,31.83,reality.1000.1,258,true,false
76,Trường Đại học Công nghệ và Quản lý Hữu Nghị [E],E,Trường học,Hoàng Mai,20.9767463,105.9923709,15300.841899,-28.210153,1,0.84,60,60,3600,20913.500,23510.500,True,2.187,reality.1000.1,267,true,false
77,Kho bạc Nhà nước Đống Đa [S],S,Uỷ ban nhân dân,Thanh Xuân,20.9000788,105.8376026,-768.037977,-8553.247191,1,1.43,60,60,1800,12201.500,12552.800,True,116.478,reality.1000.1,503,true,false
78,Nha hàng Sarangbang,,amenity:restaurant,Thành phố Bắc Ninh,21.1751475,106.0626065,22618.493772,22057.779700,1,0.81,60,60,3600,43420.350,43420.350,true,,openstreetmap_20_30_ring,node:6545253561,true,true
79,Hoàng Lăng,,shop:electronics,,20.8527769,106.0723973,23636.170858,-13828.515492,1,1.92,60,60,2700,37635.511,37635.511,true,,openstreetmap_20_30_ring,node:4995926124,true,true
80,Vịnh xén hè cho xe buýt (số 3 chiều đi Bắc Thăng Long),,public_transport:platform,,21.1249272,105.8098437,-3654.222427,16467.255904,1,1.61,60,60,3600,23182.300,23182.300,true,,openstreetmap_20_30_ring,node:8807115922,true,true
81,The Coffee House [SE],SE,Cửa hàng đồ uống,Thanh Xuân,20.8634161,105.9147526,7242.091245,-12629.953429,1,1.40,60,60,2700,17544.300,17488.800,True,52.62,reality.1000.1,406,true,false
82,Không có tên [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1008916,105.9670805,12675.056131,13776.117374,1,0.39,60,60,2700,22512.800,24494.600,True,24.849,reality.1000.1,153,true,false
83,The Coffee House [S],S,Cửa hàng đồ uống,Thanh Xuân,20.8634161,105.7989710,-4778.979105,-12629.953429,1,1.68,60,60,1800,19893.100,19814.700,True,96.723,reality.1000.1,526,true,false
84,Bún Chả Bà Vạn,,amenity:restaurant,Thành phố Bắc Ninh,21.1825974,106.0655699,22926.516025,22887.102568,1,0.55,60,60,1800,44522.233,44522.233,true,,openstreetmap_20_30_ring,node:5626543435,true,true
85,Trường Mầm non Kim Lan [E],E,Trường học,Hoàng Mai,20.9559994,106.0299776,19205.372380,-2335.160176,1,1.44,60,60,2700,27532.800,29830.200,True,35.927,reality.1000.1,360,true,true
86,Co.opmart [S],S,Siêu thị,Thanh Xuân,20.8683879,105.8014391,-4522.727648,-12077.114492,1,1.88,60,60,2700,19205.100,19308.600,True,80.07,reality.1000.1,523,true,false
87,Không có tên [W],W,Cửa hàng đồ uống,Hoàng Mai,20.9818976,105.7588808,-8941.359954,544.588273,1,1.83,60,60,3600,13695.400,13858.800,True,21.654,reality.1000.1,682,true,false
88,Snow Island,,amenity:cafe,Thành phố Bắc Ninh,21.1771356,106.0703525,23423.629891,22279.094992,1,1.08,60,60,3600,44428.374,44428.374,true,,openstreetmap_20_30_ring,node:5550137622,true,true
89,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ) [S],S,Trường học,Hoàng Mai,20.8458917,105.8503432,554.759850,-14578.577801,1,1.06,60,60,3600,18400.500,16788.600,True,48.475,reality.1000.1,435,true,false
90,MM Mega Market Hoàng Mai [N],N,Siêu thị,Hoàng Mai,21.0715654,105.8773172,3355.346054,10515.192716,1,1.22,60,60,2700,17651.800,16114.200,True,31.605,reality.1000.1,31,true,false
91,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8858351,105.8158895,-3022.409160,-10137.074368,1,1.66,60,60,1800,12253.100,12385.500,True,34.954,reality.1000.1,511,true,false
92,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8642210,105.8476727,277.494133,-12540.452632,1,1.19,60,60,1800,16772.400,15152.300,True,13.443,reality.1000.1,418,true,false
93,Trường mầm non 65-1,,amenity:kindergarten,,20.9401649,106.0354960,19800.569329,-4100.483332,1,0.50,60,60,2700,27790.301,27790.301,true,,openstreetmap_20_30_ring,node:481837565,true,true
94,Phường Ô Chợ Dừa [N],N,Chợ dân sinh,Thanh Xuân,21.1232191,105.8349307,-1045.449050,16258.822099,1,1.80,60,60,3600,21473.500,22453.900,True,41.969,reality.1000.1,102,true,true
95,Trường Trung học cơ sở Văn Đức [SW],SW,Trường học,Hoàng Mai,20.8288563,105.7939565,-5299.611548,-16472.827854,1,1.81,60,60,3600,25038.200,25102.800,True,45.89,reality.1000.1,652,true,true
96,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8737032,105.7083422,-14188.550061,-11486.080099,1,1.08,60,60,1800,26122.400,26112.600,True,16.17,reality.1000.1,598,true,false
97,Trường Tiểu học Chu Văn An [S],S,Trường học,Hoàng Mai,20.8389604,105.8527347,803.058282,-15349.303196,1,1.58,60,60,2700,19067.300,17455.400,True,9.001,reality.1000.1,453,true,false
98,siêu thị 24h ninja mark [SW],SW,Siêu thị,Thanh Xuân,20.8687831,105.7053844,-14495.644814,-12033.170257,1,0.20,60,60,1800,26399.100,26389.400,True,22.103,reality.1000.1,602,true,false
99,Chợ Nhân Chính [S],S,Chợ dân sinh,Thanh Xuân,20.8842216,105.8205417,-2539.392658,-10316.487382,1,1.82,60,60,1800,11820.100,11952.500,True,11.83,reality.1000.1,500,true,false
100,Glory 2 Hotel,,tourism:hotel,Thành phố Bắc Ninh,21.1779675,106.0675964,23137.154851,22371.702100,1,1.58,60,60,3600,44232.301,44232.301,true,,openstreetmap_20_30_ring,node:4748437281,true,true
101,Trường Tiểu học Hoàng Liệt [SW],SW,Trường học,Hoàng Mai,20.8523928,105.7340794,-11516.375105,-13855.688463,1,1.23,60,60,1800,24918.400,26267.400,True,52.63,reality.1000.1,547,true,false
102,Everything Coffee 'N Bagel [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8899854,105.6900580,-16086.914347,-9675.582064,1,1.39,60,60,2700,24235.100,24225.300,True,52.997,reality.1000.1,647,true,false
103,Khu công nghệ liên hiệp Phúc Thọ,,public_transport:platform,,21.0440548,105.6433907,-20955.709946,7464.540336,1,0.93,60,60,3600,30573.056,30573.056,true,,openstreetmap_20_30_ring,node:8808913236,true,true
104,Cà Phê Big One [S],S,Cửa hàng đồ uống,Thanh Xuân,20.8956954,105.8588876,1441.885555,-9040.659033,1,1.94,60,60,2700,10488.800,10226.800,True,12.591,reality.1000.1,478,true,false
105,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0867944,105.8501057,530.101319,12208.580254,1,1.46,60,60,1800,21734.200,22434.100,True,101.552,reality.1000.1,8,true,false
106,Kho bạc Nhà nước Đống Đa,C,Uỷ ban nhân dân,Thanh Xuân,21.0142447,105.8263636,-1934.931591,4141.421684,1,0.49,60,60,1800,7306.000,6313.200,True,11.053,reality.1000.1,985,true,false
107,Siêu thị B11 Kim Liên,C,Siêu thị,Thanh Xuân,21.0075497,105.8351300,-1024.756648,3396.971651,1,0.63,60,60,2700,5603.600,4663.200,True,7.839,reality.1000.1,964,true,false
108,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.1139334,105.6806879,-17059.768681,15226.299368,1,1.39,60,60,2700,29652.800,29853.500,True,87.607,reality.1000.1,895,true,true
109,Làng văn hóa thôn Quyết Tiến (trước 200m cầu Sông Đáy),,public_transport:platform,,21.0040175,105.6679430,-18403.690385,3007.588100,1,1.01,60,60,3600,25628.629,25628.629,true,,openstreetmap_20_30_ring,node:8808907363,true,true
110,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0955066,105.9586546,11800.233735,13177.332694,1,1.95,60,60,2700,21705.300,22900.700,True,111.327,reality.1000.1,147,true,false
111,Vịnh xén hè cho xe buýt (số 1 chiều về Hà Nội),,public_transport:platform,,21.1243396,105.7991558,-4765.146042,16401.844272,1,0.86,60,60,1800,23473.917,23473.917,true,,openstreetmap_20_30_ring,node:8807115905,true,true
112,Siêu Thị T-Mart [E],E,Siêu thị,Thanh Xuân,20.9652567,105.9631802,12270.105943,-1305.795382,1,0.54,60,60,1800,20567.900,22877.200,True,92.374,reality.1000.1,249,true,false
113,Landmark Hotel,,tourism:hotel,,21.1647310,106.0598253,22329.409784,20898.214920,1,1.41,60,60,3600,42032.135,42032.135,true,,openstreetmap_20_30_ring,node:6545478438,true,true
114,Phú mỹ,,shop:convenience,,20.8191596,105.6461727,-20666.542805,-17570.793328,1,1.50,60,60,2700,37281.082,37281.082,true,,openstreetmap_20_30_ring,node:5101309321,true,true
115,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [NW],NW,Trường học,Hoàng Mai,21.0770667,105.7448574,-10397.344998,11126.909366,1,0.81,60,60,3600,20070.300,19603.500,True,27.918,reality.1000.1,779,true,false
116,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0951948,105.7319886,-11733.453241,13142.662116,1,1.16,60,60,3600,23224.900,23054.900,True,8.583,reality.1000.1,800,true,false
117,Cà Phê Parkland [W],W,Cửa hàng đồ uống,Thanh Xuân,20.9806768,105.7277073,-12177.960905,408.841506,1,0.66,60,60,3600,18512.500,18046.100,True,3.639,reality.1000.1,672,true,false
118,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8821219,105.7222401,-12745.595104,-10549.963370,1,1.12,60,60,3600,24867.300,24848.200,True,6.829,reality.1000.1,581,true,false
119,Bicycle ferry,,amenity:ferry_terminal,,20.8899021,105.6405401,-21252.007522,-9695.738228,1,1.59,60,60,3600,32103.790,32103.790,true,,openstreetmap_20_30_ring,node:3294728243,true,true
120,Trường Tiểu học Đại Kim [NW],NW,Trường học,Hoàng Mai,21.0801038,105.7173818,-13250.010020,11464.619478,1,0.39,60,60,3600,22754.700,22270.900,True,2.58,reality.1000.1,810,true,false
121,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8609000,105.8368755,-843.529421,-12909.730983,1,1.77,60,60,2700,18368.800,16748.600,True,76.452,reality.1000.1,437,true,false
122,Hội đồng nhân dân - Ủy ban nhân dân phường Thanh Liệt [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.8659533,105.9328685,9122.981718,-12347.829661,1,1.24,60,60,1800,19360.500,19305.000,True,295.998,reality.1000.1,380,true,false
123,Trường Tiểu học Chu Văn An [E],E,Trường học,Hoàng Mai,20.9530722,105.9497993,10880.828715,-2660.649966,1,0.89,60,60,3600,20019.500,20628.900,True,9.5,reality.1000.1,289,true,false
124,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1086306,105.8263277,-1938.658922,14636.654911,1,1.88,60,60,1800,21870.100,21185.300,True,32.249,reality.1000.1,87,true,false
125,Không có tên [E],E,Uỷ ban nhân dân,Thanh Xuân,20.9927835,105.9670805,12675.056131,1755.045125,1,1.56,60,60,3600,18050.100,20600.200,True,26.573,reality.1000.1,275,true,false
126,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8745404,105.6966732,-15400.088595,-11392.987706,1,1.49,60,60,3600,25780.100,25770.300,True,53.952,reality.1000.1,626,true,false
127,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0811596,105.7112930,-13882.182085,11582.019081,1,1.24,60,60,2700,22125.700,21493.900,True,6.943,reality.1000.1,825,true,false
128,Không có tên,,amenity:kindergarten,,21.1391376,105.8467460,181.483045,18049.157632,1,1.21,60,60,3600,24807.104,24807.104,true,,openstreetmap_20_30_ring,node:6812118285,true,true
129,Không có tên,,leisure:park,,21.1922217,106.0393316,20199.249950,23958.479644,1,1.39,60,60,2700,43068.228,43068.228,true,,openstreetmap_20_30_ring,node:6545865254,true,true
130,Không có tên [W],W,Cửa hàng đồ uống,Thanh Xuân,20.9964168,105.7158505,-13408.997848,2159.049652,1,1.04,60,60,2700,19257.300,18791.000,True,12.249,reality.1000.1,724,true,false
