id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_30mile_square,outside_20mile_square
12,Viettel Store,,shop:mobile_phone,Thành phố Bắc Ninh,21.1782017,106.0587132,22213.815687,22397.773244,1,1.83,60,60,1800,43524.107,43524.107,true,,openstreetmap_20_30_ring,node:6545851253,true,true
13,Làng văn hóa thôn Quyết Tiến (trước 200m cầu Sông Đáy),,public_transport:platform,,21.0040175,105.6679430,-18403.690385,3007.588100,1,1.76,60,60,3600,25728.928,25728.928,true,,openstreetmap_20_30_ring,node:8808907363,true,true
14,Tịnh Cafe [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1055377,105.9377392,9628.684069,14292.740123,1,0.21,60,60,2700,21342.300,22018.300,True,8.292,reality.1000.1,210,true,false
15,Starbucks [N],N,Cửa hàng đồ uống,Thanh Xuân,21.1074307,105.8168978,-2917.722015,14503.232119,1,1.57,60,60,1800,22356.900,21709.700,True,79.413,reality.1000.1,99,true,false
16,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0804372,105.8476727,277.494133,11501.691866,1,0.79,60,60,2700,20302.500,21002.400,True,3.009,reality.1000.1,5,true,false
17,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8647796,105.8975983,5461.039272,-12478.339146,1,1.05,60,60,2700,15364.500,15309.000,True,33.414,reality.1000.1,496,true,false
18,Cà Phê 3k [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9663732,105.9484556,10741.318532,-1181.646246,1,0.49,60,60,3600,20137.400,22493.600,True,2.74,reality.1000.1,276,true,false
19,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9501016,105.7435436,-10533.750802,-2990.965615,1,1.10,60,60,2700,15070.300,15065.100,True,47.756,reality.1000.1,685,true,false
20,Starbucks [S],S,Cửa hàng đồ uống,Thanh Xuân,20.8730275,105.7972977,-4952.710138,-11561.214511,1,1.65,60,60,1800,19818.300,19921.800,True,75.135,reality.1000.1,529,true,false
21,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8736702,105.8629197,1860.519930,-11489.749531,1,1.16,60,60,3600,12597.100,12696.400,True,6.858,reality.1000.1,426,true,false
22,chùa hương,,amenity:place_of_worship,,20.8944143,106.0435762,20640.442923,-9193.440124,1,1.34,60,60,3600,31175.358,31175.358,true,,openstreetmap_20_30_ring,node:5424886921,true,true
23,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0983381,105.8380217,-724.524754,13492.181129,1,0.76,60,60,2700,23696.500,23335.200,True,74.206,reality.1000.1,43,true,false
24,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0811596,105.7112930,-13882.182085,11582.019081,1,1.24,60,60,1800,22125.700,21493.900,True,6.943,reality.1000.1,825,true,false
25,Hội đồng nhân dân - Ủy ban nhân dân phường Thanh Liệt [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.8659533,105.9328685,9122.981718,-12347.829661,1,1.24,60,60,2700,19360.500,19305.000,True,295.998,reality.1000.1,380,true,false
26,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8924144,105.9421093,10082.411428,-9405.489587,1,1.45,60,60,3600,25244.100,26848.000,True,49.637,reality.1000.1,387,true,false
27,Trường Tiểu học Tam Hiệp [NE],NE,Trường học,Hoàng Mai,21.0521912,105.9578668,11718.440089,8360.879968,1,1.03,60,60,2700,17606.600,19506.400,True,32.595,reality.1000.1,177,true,false
28,Cafe Dinh [NW],NW,Cửa hàng đồ uống,Hoàng Mai,21.0421318,105.7498144,-9882.682515,7242.325723,1,1.63,60,60,1800,16346.400,15550.200,True,27.587,reality.1000.1,856,true,false
29,Không có tên [S],S,Cửa hàng đồ uống,Hoàng Mai,20.8737895,105.8746624,3079.710396,-11476.483976,1,0.68,60,60,2700,13503.200,14571.200,True,68.485,reality.1000.1,441,true,false
30,Petrolimex,,amenity:fuel,,20.8898706,106.0461747,20910.536675,-9699.244808,1,1.78,60,60,3600,31803.431,31803.431,true,,openstreetmap_20_30_ring,node:4772256609,true,true
31,Cửa Hàng Xăng Dầu Petrolimex,,amenity:fuel,,21.1495441,105.8464362,149.281757,19207.609212,1,0.58,60,60,1800,26502.077,26502.077,true,,openstreetmap_20_30_ring,node:7087861769,true,true
32,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9759899,105.9975887,15842.582045,-112.317995,1,1.70,60,60,1800,21493.000,23859.300,True,5.45,reality.1000.1,283,true,false
33,Siêu thị Đức Thành [SW],SW,Siêu thị,Hoàng Mai,20.8691872,105.7478267,-10089.056253,-11988.236387,1,0.27,60,60,3600,21609.900,22893.800,True,67.474,reality.1000.1,543,true,false
34,Trường Đại học Công nghệ và Quản lý Hữu Nghị [S],S,Trường học,Hoàng Mai,20.8686382,105.8765893,3279.771549,-12049.282402,1,0.51,60,60,1800,13356.500,14301.800,True,47.351,reality.1000.1,440,true,false
35,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0690520,105.8816762,3807.920951,10235.715387,1,1.28,60,60,3600,15082.800,16243.000,True,7.137,reality.1000.1,45,true,false
36,Trường Mầm non Đại Thanh [W],W,Trường học,Hoàng Mai,20.9380649,105.7378633,-11123.510193,-4329.385588,1,1.76,60,60,3600,16209.300,16204.100,True,14.065,reality.1000.1,720,true,false
37,Không có tên,,leisure:park,,21.1922823,106.0392450,20190.248558,23965.225636,1,1.30,60,60,1800,43235.890,43235.890,true,,openstreetmap_20_30_ring,node:6545865252,true,true
38,Thế  mĩ,,shop:convenience,,20.8141094,105.6452183,-20765.745220,-18132.981592,1,1.65,60,60,2700,38037.007,38037.007,true,,openstreetmap_20_30_ring,node:5103138223,true,true
39,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8924144,105.8263277,-1938.658922,-9405.489587,1,1.77,60,60,3600,10666.700,10799.100,True,3.027,reality.1000.1,502,true,false
40,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0955066,105.7270914,-12241.906965,13177.332694,1,1.67,60,60,2700,23810.200,23640.200,True,24.766,reality.1000.1,806,true,false
41,Trường Trung học cơ sở Tân Định [E],E,Trường học,Hoàng Mai,20.9821479,105.9721661,13203.070559,572.420363,1,1.78,60,60,1800,20227.500,22573.100,True,64.846,reality.1000.1,250,true,false
42,Đình Làng Thế Trụ,,amenity:place_of_worship,,20.9723244,105.6186889,-23523.268863,-520.487792,1,1.53,60,60,3600,32463.657,32463.657,true,,openstreetmap_20_30_ring,node:6184420090,true,true
43,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8714724,105.8872708,4388.782506,-11734.133741,1,1.46,60,60,3600,14263.700,14208.200,True,67.074,reality.1000.1,472,true,false
44,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.1086306,105.7105461,-13959.729273,14636.654911,1,1.13,60,60,1800,26054.400,25570.600,True,27.41,reality.1000.1,864,true,false
45,Làng nghề đồ gỗ mỹ nghệ Thạch Thất,,public_transport:platform,,21.0450567,105.6160812,-23794.318884,7576.071844,1,0.71,60,60,3600,34453.620,34453.620,true,,openstreetmap_20_30_ring,node:8808907369,true,true
46,Kho bạc Nhà nước Đống Đa,C,Uỷ ban nhân dân,Thanh Xuân,21.0142447,105.8263636,-1934.931591,4141.421684,1,0.49,60,60,1800,7306.000,6313.200,True,11.053,reality.1000.1,985,true,false
47,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8867437,105.8566792,1212.597553,-10036.042658,1,1.61,60,60,1800,10711.400,10810.700,True,79.861,reality.1000.1,452,true,false
48,Taste Tea [E],E,Cửa hàng đồ uống,Thanh Xuân,21.0056866,105.9639148,12346.376078,3189.804383,1,1.89,60,60,1800,16692.100,18915.600,True,12.469,reality.1000.1,314,true,false
49,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [S],S,Trường học,Hoàng Mai,20.8265482,105.8730134,2908.502319,-16729.476865,1,0.89,60,60,2700,19882.900,18270.900,True,2.383,reality.1000.1,498,true,true
50,Trung tâm Hỗ trợ doanh nghiệp Hà Nội [E],E,Uỷ ban nhân dân,Thanh Xuân,21.0076516,105.9174089,7517.882642,3408.302414,1,0.50,60,60,2700,11554.800,13143.000,True,33.327,reality.1000.1,362,true,false
51,WinMart+,C,Siêu thị,Thanh Xuân,21.0029768,105.8344506,-1095.295622,2888.488370,1,1.94,60,60,1800,4725.800,4309.300,True,3.103,reality.1000.1,950,true,false
52,Cục Sở hữu Trí tuệ [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.0959420,105.9324939,9084.088725,13225.746965,1,0.86,60,60,3600,19883.000,21092.700,True,12.741,reality.1000.1,207,true,false
53,Siêu thị Đức Thành [E],E,Siêu thị,Hoàng Mai,20.9772953,105.9793899,13953.084447,32.835862,1,0.60,60,60,2700,20075.100,22420.700,True,53.001,reality.1000.1,247,true,false
54,Taste Tea [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8975785,105.7323516,-11695.764623,-8831.267867,1,0.59,60,60,2700,22361.500,22163.600,True,12.754,reality.1000.1,608,true,false
55,Chùa Cao,,amenity:place_of_worship,,21.0223412,105.6438966,-20903.125598,5047.382384,1,1.92,60,60,1800,29669.502,29669.502,true,,openstreetmap_20_30_ring,node:5317498207,true,true
56,Không có tên,,amenity:pub,,21.1624134,105.7951503,-5181.486440,20640.219688,1,1.46,60,60,2700,29361.522,29361.522,true,,openstreetmap_20_30_ring,node:4739588724,true,true
57,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8419935,105.8593252,1487.319548,-15012.037864,1,1.95,60,60,3600,18917.100,17305.200,True,51.237,reality.1000.1,443,true,false
58,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0430343,105.8573412,1281.329964,7342.679145,1,1.89,60,60,3600,14673.200,13012.000,True,1.178,reality.1000.1,73,true,false
59,công ty phú thai cat,,office:company,,20.9489076,106.0135914,17523.757475,-3127.245968,1,1.61,60,60,1800,24560.001,24560.001,true,,openstreetmap_20_30_ring,node:5687632322,true,true
60,Bến đò Lệ Chi,,amenity:ferry_terminal,,21.0697438,106.0057175,16705.327152,10324.239816,1,1.25,60,60,1800,27095.339,27095.339,true,,openstreetmap_20_30_ring,node:6397179891,true,true
61,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8858929,105.8108756,-3542.979308,-10130.647301,1,1.61,60,60,1800,19730.900,18492.000,True,293.721,reality.1000.1,517,true,false
62,Không có tên,C,Uỷ ban nhân dân,Thanh Xuân,20.9988413,105.8400599,-512.907834,2428.641751,1,1.56,60,60,2700,3696.000,3141.400,True,32.552,reality.1000.1,927,true,false
63,The Coffee House [N],N,Cửa hàng đồ uống,Thanh Xuân,21.0796323,105.7989710,-4778.979105,11412.191070,1,1.99,60,60,3600,16377.000,16201.000,True,131.945,reality.1000.1,109,true,false
64,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0643948,105.7599399,-8831.398479,9717.858375,1,1.96,60,60,3600,17157.100,17251.200,True,16.124,reality.1000.1,816,true,false
65,Không có tên [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1045249,105.9474137,10633.142853,14180.121901,1,1.00,60,60,3600,22593.400,23826.000,True,20.777,reality.1000.1,189,true,false
66,Trường Mầm Non Đại Từ [W],W,Trường học,Hoàng Mai,20.9644642,105.7267413,-12278.256236,-1393.917361,1,0.46,60,60,2700,19073.300,18581.200,True,14.574,reality.1000.1,670,true,false
67,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0617416,105.7399463,-10907.241895,9422.835996,1,1.54,60,60,2700,19078.000,18907.900,True,192.5,reality.1000.1,798,true,false
68,Không có tên,C,Cửa hàng đồ uống,Hoàng Mai,20.9879554,105.8634234,1912.816782,1218.184899,1,1.05,60,60,1800,3563.600,4178.300,True,1.046,reality.1000.1,922,true,false
69,Nhà Hàng NHẤT NƯỚNG,,amenity:restaurant,,21.1764202,106.0631703,22677.096373,22199.456664,1,1.46,60,60,3600,43784.720,43784.720,true,,openstreetmap_20_30_ring,node:6545253558,true,true
70,Thuế cơ sở 4 thành phố Hà Nội [NW],NW,Uỷ ban nhân dân,Thanh Xuân,21.1163232,105.7169594,-13293.865867,15492.033004,1,0.73,60,60,1800,26263.200,26093.200,True,64.776,reality.1000.1,869,true,false
71,WinMart+ [E],E,Siêu thị,Thanh Xuân,21.0063803,105.9440580,10284.735975,3266.940303,1,1.52,60,60,2700,15376.000,17734.500,True,74.655,reality.1000.1,339,true,false
72,Siêu Thị Hapro,,shop:supermarket,,21.1292221,105.7751531,-7260.038982,16945.364172,1,1.29,60,60,3600,25435.447,25435.447,true,,openstreetmap_20_30_ring,node:6120794885,true,true
73,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8825988,105.6896035,-16134.102989,-10496.934509,1,0.94,60,60,1800,25349.900,25340.100,True,64.486,reality.1000.1,641,true,true
74,Trường Mầm non Văn Đức (điểm Chử Xá) [N],N,Trường học,Hoàng Mai,21.0418534,105.9142454,7189.431005,7211.369056,1,1.05,60,60,3600,12507.300,13358.600,True,92.72,reality.1000.1,118,true,false
75,Trường Mầm non Sao Mai [SE],SE,Trường học,Hoàng Mai,20.8705557,105.9537391,11289.880006,-11836.066130,1,1.54,60,60,1800,28069.700,29673.600,True,69.854,reality.1000.1,366,true,false
76,AEON MaxValu Linh Đàm [NW],NW,Siêu thị,Hoàng Mai,21.0661348,105.7184901,-13134.940335,9911.337547,1,0.37,60,60,1800,19740.000,19259.500,True,33.545,reality.1000.1,819,true,false
77,Cafe Dinh [SW],SW,Cửa hàng đồ uống,Hoàng Mai,20.8259156,105.7498144,-9882.682515,-16799.818775,1,0.87,60,60,2700,28405.500,29710.300,True,71.681,reality.1000.1,615,true,true
78,"Nhà hàng Nhật Bản, Hàn Quốc, Sakura Sushi",,amenity:restaurant,Thành phố Bắc Ninh,21.1764479,106.0652580,22894.096460,22202.540228,1,1.46,60,60,2700,44002.130,44002.130,true,,openstreetmap_20_30_ring,node:6545253553,true,true
79,Nhà nghỉ Phú Hưng,,tourism:motel,Thành phố Bắc Ninh,21.1665863,106.0607107,22421.440189,21104.746916,1,0.31,60,60,2700,42484.228,42484.228,true,,openstreetmap_20_30_ring,node:6545478445,true,true
80,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8821219,105.8380217,-724.524754,-10549.963370,1,1.31,60,60,2700,13003.000,13354.400,True,33.075,reality.1000.1,457,true,false
81,Trường Mầm Non Đại Từ,C,Trường học,Hoàng Mai,20.9705220,105.8312839,-1424.079500,-720.320735,1,1.08,60,60,2700,2790.300,2649.100,True,15.185,reality.1000.1,909,true,false
82,Không có tên [N],N,Cửa hàng đồ uống,Hoàng Mai,21.0900057,105.8746624,3079.710396,12565.660522,1,0.72,60,60,2700,17689.100,19174.000,True,73.177,reality.1000.1,27,true,false
83,Siêu thị B11 Kim Liên [E],E,Siêu thị,Thanh Xuân,21.0014919,105.9621506,12163.207316,2723.375024,1,0.56,60,60,2700,16659.600,18807.100,True,107.591,reality.1000.1,304,true,false
84,Highlands Coffee [E],E,Cửa hàng đồ uống,Hoàng Mai,20.9591197,105.9599854,11938.404571,-1988.198647,1,1.77,60,60,3600,19441.400,21249.400,True,3.534,reality.1000.1,259,true,false
85,UBND phường Khương Thượng [NW],NW,Uỷ ban nhân dân,Thanh Xuân,21.1043030,105.7210844,-12865.586113,14155.447747,1,1.30,60,60,1800,24812.300,24642.200,True,10.186,reality.1000.1,836,true,false
86,Đình So,,amenity:place_of_worship,,20.9753255,105.6769350,-17469.042312,-186.405340,1,0.89,60,60,2700,24103.899,24103.899,true,,openstreetmap_20_30_ring,node:4231475589,true,true
87,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ) [N],N,Trường học,Hoàng Mai,21.0621079,105.8503432,554.759850,9463.566697,1,1.49,60,60,2700,13362.900,11701.700,True,0.692,reality.1000.1,22,true,false
88,"Bacninh Land - Sàn giao dịch bất động sản, nhà đất Bắc Ninh",,office:yes,Thành phố Bắc Ninh,21.1773982,106.0706893,23458.637617,22308.327624,1,0.68,60,60,1800,44665.041,44665.041,true,,openstreetmap_20_30_ring,node:5845633629,true,true
89,9.0cafe [E],E,Cửa hàng đồ uống,Thanh Xuân,21.0087228,105.9317379,9005.596726,3527.414419,1,1.63,60,60,2700,15517.600,17876.200,True,24.624,reality.1000.1,354,true,false
90,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1029599,105.8566792,1212.597553,14006.101841,1,0.77,60,60,2700,19658.200,20474.500,True,20.151,reality.1000.1,38,true,false
91,Không có tên [SW],SW,Trường học,Hoàng Mai,20.8595718,105.7638415,-8426.313318,-13057.420085,1,0.64,60,60,3600,21711.000,23400.200,True,41.569,reality.1000.1,570,true,false
92,Kho bạc Nhà nước Đống Đa [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.9000788,105.9533842,11253.032373,-8553.247191,1,1.71,60,60,3600,24288.300,25892.300,True,40.723,reality.1000.1,388,true,false
93,Lạc Đạo,,public_transport:station,Xã Lạc Đạo,20.9830586,106.0300544,19234.957568,674.443352,1,0.42,60,60,1800,26555.319,26555.319,true,,openstreetmap_20_30_ring,node:2691963929,true,true
94,Nhà hàng Arirang,,amenity:restaurant,,21.1729407,106.0552049,21849.155340,21812.118724,1,1.97,60,60,1800,42596.611,42596.611,true,,openstreetmap_20_30_ring,node:6545851244,true,true
95,Key shop Kangaroo,,shop:electronics,,20.8617914,106.0683751,23218.094626,-12825.021352,1,1.47,60,60,2700,36596.908,36596.908,true,,openstreetmap_20_30_ring,node:4751989121,true,true
96,HD Petrol,,amenity:fuel,,21.1231680,106.0083470,16978.643111,16271.421760,1,0.76,60,60,3600,32446.600,32446.600,true,,openstreetmap_20_30_ring,node:4753070414,true,true
97,5050 Rooftop Cafe & Pub [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9778493,105.9268354,8496.592727,94.437851,1,0.54,60,60,1800,13675.000,15377.700,True,29.201,reality.1000.1,336,true,false
98,Hội đồng nhân dân - Ủy ban nhân dân phường Thanh Liệt [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.0821695,105.9328685,9122.981718,11694.314838,1,0.48,60,60,1800,20335.300,21545.000,True,53.504,reality.1000.1,197,true,false
99,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0920448,105.6856511,-16544.462480,12792.398097,1,1.41,60,60,2700,26654.200,26174.700,True,12.025,reality.1000.1,884,true,true
100,Cục Dự trữ Nhà nước khu vực Hà Nội [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.8756125,105.7353729,-11382.076957,-11273.775625,1,0.56,60,60,1800,25425.400,26462.200,True,3.277,reality.1000.1,550,true,false
101,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [E],E,Trường học,Hoàng Mai,20.9346563,105.9887950,14929.572670,-4708.404615,1,0.30,60,60,2700,23340.200,25511.300,True,74.921,reality.1000.1,327,true,false
102,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0898864,105.8629197,1860.519930,12552.394967,1,1.20,60,60,2700,19154.800,18886.000,True,61.221,reality.1000.1,13,true,false
103,Siêu thị B11 Kim Liên [SW],SW,Siêu thị,Thanh Xuân,20.8933838,105.7305874,-11878.933384,-9297.697225,1,1.44,60,60,1800,22881.100,22683.200,True,101.35,reality.1000.1,599,true,false
104,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0924686,105.8288433,-1677.475759,12839.522507,1,1.73,60,60,2700,24593.100,24231.800,True,161.996,reality.1000.1,53,true,false
105,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8745404,105.8124548,-3379.018244,-11392.987706,1,1.88,60,60,3600,20114.000,20015.600,True,5.35,reality.1000.1,506,true,false
106,Co.opmart [W],W,Siêu thị,Thanh Xuân,20.9764960,105.6856575,-16543.797998,-56.042243,1,1.54,60,60,2700,26543.700,26051.600,True,170.559,reality.1000.1,765,true,true
107,Sơn hòa,,shop:electronics,,20.7892320,106.0468637,20982.152837,-20902.333760,1,1.08,60,60,3600,40863.209,40863.209,true,,openstreetmap_20_30_ring,node:4761140823,true,true
108,Quan an Nam Nhu 1 [W],W,Cửa hàng ăn uống,Hoàng Mai,20.9685702,105.7775545,-7002.555676,-937.350993,1,1.88,60,60,1800,9964.200,9903.100,True,27.478,reality.1000.1,725,true,false
109,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8762524,105.8288433,-1677.475759,-11202.621992,1,0.62,60,60,3600,14524.100,14875.500,True,11.402,reality.1000.1,468,true,false
110,Nhà hàng Hà Phong,,amenity:restaurant,Thành phố Bắc Ninh,21.1744616,106.0576960,22108.085702,21981.425312,1,0.35,60,60,3600,43014.567,43014.567,true,,openstreetmap_20_30_ring,node:5285140721,true,true
111,Trường Mầm Non Hoạ Mi [E],E,Trường học,Hoàng Mai,20.9468856,105.9621677,12164.982730,-3348.568499,1,0.66,60,60,2700,18854.300,21196.300,True,133.553,reality.1000.1,286,true,false
112,Không có tên,,tourism:hostel,,20.9080642,106.0555230,21882.219347,-7673.933256,1,0.85,60,60,1800,31994.247,31994.247,true,,openstreetmap_20_30_ring,node:6543701589,true,true
113,Không có tên,C,Trường học,Hoàng Mai,20.9737377,105.8683841,2427.863418,-362.751209,1,1.28,60,60,2700,4483.500,3403.500,True,30.686,reality.1000.1,941,true,false
114,hết thị trấn Bần,,tourism:information,,20.9418410,106.0298980,19218.701011,-3913.899880,1,0.86,60,60,3600,27060.863,27060.863,true,,openstreetmap_20_30_ring,node:481837550,true,true
115,Cà Phê KOK [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.0859680,105.7110438,-13908.055374,12116.688767,1,0.82,60,60,3600,22634.300,22150.500,True,6.512,reality.1000.1,829,true,false
116,Trường Cao đẳng Hà Nội,C,Trường học,Hoàng Mai,20.9479848,105.8213037,-2460.277707,-3226.343036,1,1.91,60,60,3600,6838.900,6971.600,True,21.984,reality.1000.1,981,true,false
117,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8628525,105.9037910,6103.998796,-12692.622889,1,1.95,60,60,2700,16395.700,16340.200,True,5.213,reality.1000.1,512,true,false
118,Cục Dự trữ Nhà nước khu vực Hà Nội,C,Uỷ ban nhân dân,Thanh Xuân,20.9897784,105.8399155,-527.900221,1420.893251,1,0.67,60,60,2700,3014.100,2334.300,True,19.873,reality.1000.1,914,true,false
119,Starbucks [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8730275,105.6815161,-16973.780489,-11561.214511,1,1.24,60,60,2700,27180.400,27170.600,True,59.438,reality.1000.1,648,true,true
120,WinMart+ [SW],SW,Siêu thị,Hoàng Mai,20.8481786,105.7599399,-8831.398479,-14324.286123,1,1.65,60,60,3600,23769.000,25060.900,True,8.703,reality.1000.1,575,true,false
121,AEON MaxValu Linh Đàm [SW],SW,Siêu thị,Hoàng Mai,20.8499186,105.7184901,-13134.940335,-14130.806951,1,1.56,60,60,2700,26349.800,27633.600,True,15.697,reality.1000.1,578,true,false
122,KFC [NE],NE,Cửa hàng ăn uống,Hoàng Mai,21.0698837,105.9538544,11301.851074,10328.196208,1,1.43,60,60,2700,18999.000,20210.200,True,34.879,reality.1000.1,144,true,false
123,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0876886,105.8872708,4388.782506,12308.010757,1,0.57,60,60,3600,19386.700,20946.800,True,24.786,reality.1000.1,57,true,false
124,Điểm Giao Dịch Viettel KCN Thạch Thất - Quốc Oai,,office:yes,,21.0061080,105.6266685,-22693.851852,3240.302560,1,1.63,60,60,1800,31628.906,31628.906,true,,openstreetmap_20_30_ring,node:7234483821,true,true
125,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8762524,105.7130617,-13698.546109,-11202.621992,1,0.33,60,60,1800,26377.300,26367.600,True,10.85,reality.1000.1,591,true,false
126,Photocopy Xuân Trường,,shop:copyshop,,21.1846716,106.0673497,23111.512316,23118.002512,1,1.06,60,60,1800,45102.210,45102.210,true,,openstreetmap_20_30_ring,node:5209662744,true,true
127,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0582097,105.8593252,1487.319548,9030.106634,1,1.26,60,60,1800,13327.800,14113.500,True,259.783,reality.1000.1,30,true,false
128,Nhà thờ họ Ngô Sách,,amenity:place_of_worship,,21.1468158,105.9785085,13877.164404,18903.894856,1,0.96,60,60,3600,32355.517,32355.517,true,,openstreetmap_20_30_ring,node:6079924441,true,true
129,Đối diện khu nhà D3 và D6 - Chung cư Kim Chung,,public_transport:platform,,21.1240807,105.7748552,-7291.003357,16373.023524,1,1.64,60,60,1800,24728.892,24728.892,true,,openstreetmap_20_30_ring,node:8807115903,true,true
130,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [N],N,Trường học,Hoàng Mai,21.0770667,105.8606390,1623.725352,11126.909366,1,1.69,60,60,2700,18918.300,19618.200,True,154.467,reality.1000.1,2,true,false
131,WinMart+,C,Siêu thị,Thanh Xuân,20.9750659,105.8256365,-2010.423035,-215.062108,1,1.44,60,60,1800,4666.500,4636.500,True,5.568,reality.1000.1,946,true,false
