id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square,outside_25mile_square
23,Toàn Hằng,,shop:electronics,,20.8649856,106.1233142,28928.584392,-12469.443008,1,0.43,60,60,1800,43221.673,43221.673,true,,openstreetmap_25_40_ring,node:4752141822,true,true
24,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8888109,105.8456896,71.597992,-9806.180505,1,1.59,60,60,1800,11875.800,11975.000,True,153.196,reality.1000.1,463,true,false
25,Nhà Hàng NHẤT NƯỚNG,,amenity:restaurant,,21.1764202,106.0631703,22677.096373,22199.456664,1,0.35,60,60,3600,43540.983,43540.983,true,,openstreetmap_25_40_ring,node:6545253558,true,true
26,Quan an Nam Nhu 1,C,Cửa hàng ăn uống,Hoàng Mai,20.9746280,105.8820971,3851.621060,-263.754366,1,1.23,60,60,1800,6051.100,6808.800,True,8.007,reality.1000.1,969,true,false
27,Trường Tiểu học Hoàng Liệt [NW],NW,Trường học,Hoàng Mai,21.0686090,105.7340794,-11516.375105,10186.456035,1,0.82,60,60,1800,19727.300,19557.200,True,12.629,reality.1000.1,788,true,false
28,Cà Phê Big One [W],W,Cửa hàng đồ uống,Thanh Xuân,21.0038035,105.7431060,-10579.184795,2980.413216,1,0.33,60,60,1800,15925.200,14547.700,True,19.029,reality.1000.1,719,true,false
29,Siêu thị B11 Kim Liên [NE],NE,Siêu thị,Thanh Xuân,21.1096000,105.9621506,12163.207316,14744.447273,1,1.02,60,60,3600,23716.700,24959.300,True,52.736,reality.1000.1,182,true,false
30,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0761188,105.9682823,12799.833490,11021.507695,1,1.92,60,60,1800,20777.000,23225.200,True,5.725,reality.1000.1,120,true,false
31,H D Petrol,,amenity:fuel,,20.8558245,106.1468926,31379.374665,-13489.256660,1,0.97,60,60,1800,46863.510,46863.510,true,,openstreetmap_25_40_ring,node:5928146199,true,true
32,Chợ Trung Kính,C,Chợ dân sinh,Thanh Xuân,21.0132259,105.7992969,-4745.142409,4028.136293,1,0.84,60,60,2700,8415.900,8476.800,True,15.771,reality.1000.1,994,true,false
33,Hội đồng nhân dân - Ủy ban nhân dân phường Thanh Liệt [N],N,Uỷ ban nhân dân,Thanh Xuân,21.0821695,105.8170869,-2898.088632,11694.314838,1,1.46,60,60,1800,16422.500,15928.900,True,0.895,reality.1000.1,76,true,false
34,Noble Moment [W],W,Cửa hàng đồ uống,Thanh Xuân,21.0038662,105.6984168,-15219.058636,2987.385138,1,0.54,60,60,2700,20045.400,19164.200,True,159.019,reality.1000.1,763,true,false
35,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9795482,105.7533569,-9514.881054,283.346912,1,0.98,60,60,1800,14639.200,14093.300,True,22.467,reality.1000.1,671,true,false
36,AEON MaxValu Linh Đàm [SW],SW,Siêu thị,Hoàng Mai,20.8499186,105.7184901,-13134.940335,-14130.806951,1,1.56,60,60,3600,26349.800,27633.600,True,15.697,reality.1000.1,578,true,false
37,Trường Tiểu học Chu Văn An [S],S,Trường học,Hoàng Mai,20.8449641,105.8340177,-1140.241635,-14681.722215,1,1.07,60,60,2700,19390.600,17770.500,True,21.4,reality.1000.1,461,true,false
38,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0876886,105.8872708,4388.782506,12308.010757,1,0.57,60,60,2700,19386.700,20946.800,True,24.786,reality.1000.1,57,true,false
39,Đình Làng Đa Phúc,,amenity:place_of_worship,,21.0216332,105.6464450,-20638.239349,4968.567824,1,2.00,60,60,2700,29125.682,29125.682,true,,openstreetmap_25_40_ring,node:5317498335,true,true
40,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0899194,105.7083422,-14188.550061,12556.064400,1,1.31,60,60,1800,23394.600,22910.800,True,29.58,reality.1000.1,837,true,false
41,Trạm bus,,public_transport:platform,,20.9339710,106.0565054,21984.332144,-4789.988280,1,0.89,60,60,1800,30871.216,30871.216,true,,openstreetmap_25_40_ring,node:481836687,true,true
42,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1022284,105.9411370,9981.461996,13924.762752,1,1.77,60,60,2700,21498.300,22726.800,True,10.553,reality.1000.1,199,true,false
43,VietinBank,,amenity:atm,,21.1532753,106.1512373,31830.972250,19622.966396,1,1.93,60,60,1800,51305.616,51305.616,true,,openstreetmap_25_40_ring,node:995292270,true,true
44,Cửa hàng điện,,shop:electronics,,20.8127372,106.0847011,24915.054640,-18285.734896,1,1.94,60,60,3600,42403.327,42403.327,true,,openstreetmap_25_40_ring,node:4752293323,true,true
45,Nhà Hàng Đồng Quê,,amenity:restaurant,,20.8926476,105.5809984,-27440.901561,-9390.109168,1,1.39,60,60,1800,39793.569,39793.569,true,,openstreetmap_25_40_ring,node:7055939500,true,true
46,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0951948,105.9635518,12308.687459,13142.662116,1,0.49,60,60,3600,23800.300,22672.100,True,83.576,reality.1000.1,141,true,false
47,Trường Tiểu học Tam Hiệp [NE],NE,Trường học,Hoàng Mai,21.0521912,105.9578668,11718.440089,8360.879968,1,1.03,60,60,2700,17606.600,19506.400,True,32.595,reality.1000.1,177,true,false
48,Không có tên,C,Uỷ ban nhân dân,Thanh Xuân,20.9988413,105.8400599,-512.907834,2428.641751,1,1.56,60,60,1800,3696.000,3141.400,True,32.552,reality.1000.1,927,true,false
49,Cửa Hàng Tiện Lợi BV Mart [SW],SW,Siêu thị,Thanh Xuân,20.8649222,105.6915272,-15934.374077,-12462.482749,1,0.79,60,60,2700,27255.000,27245.300,True,62.903,reality.1000.1,632,true,false
50,Starbucks [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9993226,105.9326794,9103.348336,2482.159870,1,0.87,60,60,3600,14036.100,14608.400,True,15.468,reality.1000.1,344,true,false
51,Trường Cao đẳng Hà Nội [NE],NE,Trường học,Hoàng Mai,21.0500351,105.9483243,10727.686257,8121.132587,1,1.75,60,60,3600,17930.100,19829.900,True,20.44,reality.1000.1,195,true,false
52,Trường Đại học Công nghệ và Quản lý Hữu Nghị [NW],NW,Trường học,Hoàng Mai,21.0848544,105.7608077,-8741.298801,11992.862096,1,1.38,60,60,1800,21891.400,21412.000,True,24.142,reality.1000.1,804,true,false
53,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9618215,105.9720450,13190.497304,-1687.772194,1,1.96,60,60,2700,21194.300,23265.600,True,10.826,reality.1000.1,246,true,false
54,Không có tên,,tourism:alpine_hut,,20.9118389,105.6384938,-21464.704403,-7253.733652,1,1.22,60,60,1800,31086.799,31086.799,true,,openstreetmap_25_40_ring,node:5863637585,true,true
55,Không có tên [S],S,Cửa hàng đồ uống,Thanh Xuân,20.8913430,105.8569956,1245.447908,-9524.623832,1,0.20,60,60,3600,10183.400,10282.700,True,6.454,reality.1000.1,466,true,false
56,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9680107,105.9682823,12799.833490,-999.564554,1,0.49,60,60,2700,20949.600,23258.900,True,79.454,reality.1000.1,241,true,false
57,Starbucks [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.0892437,105.9130793,7068.360212,12480.929988,1,1.84,60,60,2700,19474.000,20060.900,True,4.202,reality.1000.1,234,true,false
58,UBND phường Khương Thượng [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1043030,105.9526476,11176.554587,14155.447747,1,0.72,60,60,1800,23433.500,25893.200,True,18.947,reality.1000.1,180,true,false
59,Không có tên,,amenity:fuel,,20.9189743,106.1314135,29770.443282,-6459.420924,1,0.58,60,60,3600,41796.886,41796.886,true,,openstreetmap_25_40_ring,node:4435525589,true,true
60,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8792904,105.9586546,11800.233735,-10864.811804,1,1.15,60,60,1800,27289.600,28893.500,True,64.941,reality.1000.1,367,true,false
61,Hội đồng nhân dân - Ủy ban nhân dân phường Thanh Liệt [W],W,Uỷ ban nhân dân,Thanh Xuân,20.9740614,105.7013053,-14919.158982,-326.757411,1,1.81,60,60,2700,22468.100,21976.000,True,6.559,reality.1000.1,732,true,false
62,Wang tea,,amenity:cafe,,20.9082966,105.5751888,-28044.764044,-7648.062488,1,1.16,60,60,1800,39883.927,39883.927,true,,openstreetmap_25_40_ring,node:7055939358,true,true
63,TK mark [W],W,Chợ dân sinh,Thanh Xuân,20.9830689,105.7035209,-14689.123437,674.830890,1,1.60,60,60,3600,21369.100,20902.700,True,28.847,reality.1000.1,731,true,false
64,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9723291,105.7318911,-11743.576217,-519.380383,1,0.65,60,60,1800,19151.300,18685.000,True,20.368,reality.1000.1,660,true,false
65,Phương Sự,,amenity:restaurant,,20.8146493,105.6453039,-20756.847770,-18072.879924,1,0.88,60,60,2700,37761.870,37761.870,true,,openstreetmap_25_40_ring,node:7138184861,true,true
66,Glory 2 Hotel,,tourism:hotel,Thành phố Bắc Ninh,21.1779675,106.0675964,23137.154851,22371.702100,1,1.13,60,60,3600,44158.213,44158.213,true,,openstreetmap_25_40_ring,node:4748437281,true,true
67,KFC [S],S,Cửa hàng ăn uống,Hoàng Mai,20.8536675,105.8380728,-719.219276,-13713.948290,1,0.96,60,60,1800,18389.900,16769.800,True,22.145,reality.1000.1,439,true,false
68,WinMart+,C,Siêu thị,Hoàng Mai,20.9678793,105.8450244,2.533340,-1014.175567,1,1.82,60,60,3600,1101.200,1101.200,True,1.768,reality.1000.1,897,true,false
69,WinMart+ [NE],NE,Siêu thị,Hoàng Mai,21.0430343,105.9731228,13302.400315,7342.679145,1,1.96,60,60,1800,20621.700,22916.800,True,14.174,reality.1000.1,194,true,false
70,Trường Tiểu học Đại Kim [NW],NW,Trường học,Hoàng Mai,21.0801038,105.7173818,-13250.010020,11464.619478,1,0.39,60,60,2700,22754.700,22270.900,True,2.58,reality.1000.1,810,true,false
71,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9786863,105.7343241,-11490.969031,187.508005,1,1.22,60,60,1800,18590.000,18123.600,True,5.201,reality.1000.1,663,true,false
72,Trường Trung học cơ sở Văn Đức [NE],NE,Trường học,Hoàng Mai,21.0450725,106.0255197,18742.529152,7569.316644,1,0.56,60,60,3600,25022.300,27317.400,True,0.707,reality.1000.1,237,true,false
73,Petrolimex,,amenity:fuel,,21.2538706,105.8476326,273.638180,30821.235192,1,1.11,60,60,1800,42289.864,42289.864,true,,openstreetmap_25_40_ring,node:6742138882,true,true
74,Trường Mầm Non Hoạ Mi [W],W,Trường học,Hoàng Mai,20.9468856,105.7306045,-11877.157970,-3348.568499,1,0.60,60,60,1800,18406.600,17914.400,True,32.416,reality.1000.1,699,true,false
75,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1029599,105.9724608,13233.667903,14006.101841,1,1.30,60,60,3600,22654.900,25012.500,True,33.351,reality.1000.1,158,true,false
76,Trường Cao đẳng Hà Nội [W],W,Trường học,Hoàng Mai,20.9419270,105.7167611,-13314.454443,-3899.939662,1,0.26,60,60,2700,20037.900,19545.800,True,3.826,reality.1000.1,730,true,false
77,5050 Rooftop Cafe & Pub,C,Cửa hàng đồ uống,Thanh Xuân,20.9839071,105.7998148,-4691.371237,768.034478,1,1.37,60,60,3600,9313.800,6925.900,True,17.764,reality.1000.1,1000,true,false
78,Không có tên [E],E,Trường học,Hoàng Mai,20.9676799,105.9954047,15615.827383,-1036.347836,1,0.22,60,60,2700,22492.600,24203.100,True,7.915,reality.1000.1,274,true,false
79,Hưng Liệu,,shop:electronics,,20.9210501,106.0583250,22173.465333,-6228.342868,1,1.28,60,60,2700,31600.455,31600.455,true,,openstreetmap_25_40_ring,node:4748101821,true,true
80,Phường Ô Chợ Dừa [N],N,Chợ dân sinh,Thanh Xuân,21.1232191,105.8349307,-1045.449050,16258.822099,1,1.80,60,60,2700,21473.500,22453.900,True,41.969,reality.1000.1,102,true,false
81,WinMart+,C,Siêu thị,Hoàng Mai,20.9824994,105.8819225,3833.493146,611.505380,1,0.58,60,60,2700,5105.900,5739.800,True,8.204,reality.1000.1,954,true,false
82,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8737032,105.7083422,-14188.550061,-11486.080099,1,1.08,60,60,3600,26122.400,26112.600,True,16.17,reality.1000.1,598,true,false
83,Không có tên,,amenity:fuel,,21.2558200,106.1225543,28849.598730,31038.242400,1,1.46,60,60,3600,58141.017,58141.017,true,,openstreetmap_25_40_ring,node:8339162583,true,true
84,Huyện Hoa,,shop:electronics,,20.8581536,106.0844144,24885.254417,-13229.981248,1,1.08,60,60,3600,38669.066,38669.066,true,,openstreetmap_25_40_ring,node:4752056321,true,true
85,Trường Mầm non Định Công (Cơ sở 3) [W],W,Trường học,Hoàng Mai,20.9712520,105.7205650,-12919.513023,-639.148438,1,0.71,60,60,3600,20083.200,19591.100,True,412.348,reality.1000.1,673,true,false
86,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8789786,105.7319886,-11733.453241,-10899.482383,1,1.76,60,60,2700,26130.400,26111.300,True,15.35,reality.1000.1,559,true,false
87,Phường Ô Chợ Dừa [E],E,Chợ dân sinh,Thanh Xuân,21.0151110,105.9507123,10975.621301,4237.749849,1,0.98,60,60,1800,14878.000,17197.900,True,0.236,reality.1000.1,348,true,false
88,Trung Tâm đào tạo lái xe ô tô Hùng Vương,,shop:car,,21.2356629,105.6891860,-16195.646677,28794.354028,1,1.95,60,60,1800,45327.718,45327.718,true,,openstreetmap_25_40_ring,node:1874093503,true,true
89,Nhà Văn hóa Xóm Đường,,amenity:community_centre,,21.1744239,105.8412754,-387.143040,21977.228548,1,0.32,60,60,2700,30158.479,30158.479,true,,openstreetmap_25_40_ring,node:7087736275,true,true
90,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8858351,105.7001079,-15043.479510,-10137.074368,1,0.92,60,60,2700,23968.000,23958.200,True,42.83,reality.1000.1,630,true,false
91,Không có tên [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.8846754,105.7355173,-11367.084570,-10266.027124,1,1.74,60,60,2700,24298.100,25334.900,True,62.472,reality.1000.1,571,true,false
92,WinMart+ [NE],NE,Siêu thị,Hoàng Mai,21.0845497,106.0089431,17021.457110,11958.981002,1,0.35,60,60,3600,26387.500,28190.500,True,42.775,reality.1000.1,191,true,false
93,WinMart+ [NE],NE,Siêu thị,Hoàng Mai,21.0690520,105.9974578,15828.991301,10235.715387,1,1.94,60,60,2700,23161.400,25061.200,True,6.917,reality.1000.1,165,true,false
94,Không có tên [N],N,Trường học,Hoàng Mai,21.0600232,105.8431084,-196.396117,9231.758634,1,1.80,60,60,1800,13038.500,11702.000,True,116.644,reality.1000.1,35,true,false
95,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),C,Trường học,Hoàng Mai,20.9600576,105.8391042,-612.133764,-1883.908925,1,0.76,60,60,1800,2803.000,3441.400,True,31.669,reality.1000.1,910,true,false
96,Cổng BVĐK khu vực Phúc Yên,,public_transport:platform,,21.2319157,105.7120159,-13822.657125,28377.215724,1,1.67,60,60,2700,43308.309,43308.309,true,,openstreetmap_25_40_ring,node:1858361522,true,true
97,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9981936,105.7349517,-11425.808213,2356.620797,1,0.71,60,60,3600,17191.300,16837.100,True,41.221,reality.1000.1,703,true,false
98,Trường Tiểu học Đại Kim [S],S,Trường học,Hoàng Mai,20.8638876,105.8331634,-1228.939670,-12577.525021,1,1.57,60,60,3600,19298.000,17667.900,True,118.7,reality.1000.1,445,true,false
99,Trường Tiểu học Đại Kim [SW],SW,Trường học,Hoàng Mai,20.8638876,105.7173818,-13250.010020,-12577.525021,1,0.32,60,60,3600,26306.500,27605.900,True,66.035,reality.1000.1,569,true,false
100,Trường mầm non Vườn Hồng [S],S,Trường học,Hoàng Mai,20.8687239,105.8552114,1060.202638,-12039.752997,1,1.15,60,60,2700,15938.400,14318.300,True,0.304,reality.1000.1,417,true,false
101,Phường Ô Chợ Dừa [SE],SE,Chợ dân sinh,Thanh Xuân,20.9070029,105.9507123,10975.621301,-7783.322400,1,0.48,60,60,2700,23544.600,25148.500,True,64.833,reality.1000.1,399,true,false
102,Phúc Yên,,public_transport:station,,21.2399921,105.7123388,-13789.094195,29276.280572,1,1.33,60,60,1800,44400.943,44400.943,true,,openstreetmap_25_40_ring,node:1858361494,true,true
103,Không có tên,,leisure:park,,21.1922655,106.0392811,20194.000870,23963.355460,1,1.22,60,60,1800,42996.563,42996.563,true,,openstreetmap_25_40_ring,node:6545865253,true,true
104,Trường Mầm non Hoa Mai [E],E,Trường học,Hoàng Mai,20.9737948,105.9762309,13625.100025,-356.401979,1,0.47,60,60,3600,20692.900,23038.500,True,6.89,reality.1000.1,243,true,false
105,Coffee Cây [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8940011,105.7156345,-13431.424133,-9229.056597,1,0.94,60,60,3600,23145.800,23126.700,True,125.79,reality.1000.1,617,true,false
106,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8825988,105.9211667,7908.037711,-10496.934509,1,1.79,60,60,3600,19554.400,27067.500,True,237.16,reality.1000.1,402,true,false
107,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8957762,105.7258822,-12367.452633,-9031.674483,1,1.32,60,60,1800,22968.200,22770.400,True,37.48,reality.1000.1,609,true,false
108,Trường Trung học cơ sở Lĩnh Nam,C,Trường học,Hoàng Mai,20.9857761,105.8910896,4785.270924,975.857796,1,1.97,60,60,3600,6447.700,8215.200,True,59.921,reality.1000.1,978,true,false
109,WinMart+ [NE],NE,Siêu thị,Hoàng Mai,21.0898864,105.9787013,13881.590280,12552.394967,1,1.24,60,60,1800,23031.900,24642.000,True,7.599,reality.1000.1,132,true,false
110,Thanh Son Noi Bai Airport Hotel,,tourism:hotel,,21.2152249,105.7810611,-6645.948588,26519.195868,1,1.78,60,60,2700,37510.794,37510.794,true,,openstreetmap_25_40_ring,node:5558193886,true,true
111,WinMart+ [E],E,Siêu thị,Thanh Xuân,21.0032222,105.9201134,7798.678422,2915.775605,1,1.38,60,60,1800,11166.800,12755.000,True,17.315,reality.1000.1,361,true,false
112,Thanh Hương ( Lê Thị Mai Hương ),,shop:convenience,,20.8823411,105.5783040,-27720.963368,-10537.428748,1,0.86,60,60,1800,40689.691,40689.691,true,,openstreetmap_25_40_ring,node:5634358121,true,true
113,Bến phà Đông Xuyên,,amenity:ferry_terminal,,21.2230251,105.9713802,13136.233369,27387.514132,1,1.64,60,60,1800,41675.850,41675.850,true,,openstreetmap_25_40_ring,node:6578472464,true,true
114,UBND phường Khương Thượng [E],E,Uỷ ban nhân dân,Thanh Xuân,20.9961949,105.9526476,11176.554587,2134.375497,1,0.80,60,60,3600,17702.500,19630.400,True,5.022,reality.1000.1,302,true,false
115,Không có tên [NW],NW,Uỷ ban nhân dân,Thanh Xuân,21.1008916,105.7355173,-11367.084570,13776.117374,1,0.97,60,60,3600,23695.600,23525.600,True,10.33,reality.1000.1,812,true,false
116,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9941203,105.9411370,9981.461996,1903.690503,1,1.88,60,60,2700,14471.200,16068.300,True,1.325,reality.1000.1,321,true,false
117,Chợ Nhân Chính [NE],NE,Chợ dân sinh,Thanh Xuân,21.1004378,105.9363233,9481.677692,13725.657116,1,0.27,60,60,2700,21294.700,22524.100,True,15.449,reality.1000.1,206,true,false
118,Taste Tea [S],S,Cửa hàng đồ uống,Thanh Xuân,20.8975785,105.8481332,325.305728,-8831.267867,1,0.46,60,60,2700,10973.300,11324.700,True,23.461,reality.1000.1,486,true,false
119,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B) [N],N,Trường học,Hoàng Mai,21.0469486,105.8657703,2156.484601,7777.929446,1,0.87,60,60,1800,12790.700,11893.900,True,0.111,reality.1000.1,66,true,false
120,Trường Cao đẳng Hà Nội,C,Trường học,Hoàng Mai,20.9479848,105.8213037,-2460.277707,-3226.343036,1,1.91,60,60,3600,6838.900,6971.600,True,21.984,reality.1000.1,981,true,false
121,Trường Mầm non Hoa Mai [SW],SW,Trường học,Hoàng Mai,20.8656867,105.7446677,-10417.040676,-12377.474228,1,0.46,60,60,1800,22301.500,23585.300,True,20.455,reality.1000.1,539,true,false
122,Co.opmart [NW],NW,Siêu thị,Thanh Xuân,21.0846041,105.6856575,-16543.797998,11965.030006,1,0.98,60,60,2700,23861.500,23365.200,True,56.486,reality.1000.1,883,true,false
123,Trường Tiểu học Chu Văn An [E],E,Trường học,Hoàng Mai,20.9470685,105.9685163,12824.128633,-3328.230947,1,1.36,60,60,1800,19601.100,21759.600,True,5.382,reality.1000.1,281,true,false
124,Thuế cơ sở 4 thành phố Hà Nội [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1163232,105.9485226,10748.274833,15492.033004,1,1.99,60,60,1800,22864.700,24058.600,True,56.526,reality.1000.1,214,true,false
125,WinMart+,C,Siêu thị,Thanh Xuân,20.9833169,105.8209368,-2498.371244,702.407232,1,0.45,60,60,3600,4606.100,4786.700,True,6.216,reality.1000.1,944,true,false
126,Siêu thị B11 Kim Liên [N],N,Siêu thị,Thanh Xuân,21.1096000,105.8463690,142.136966,14744.447273,1,1.19,60,60,1800,23602.000,22671.900,True,13.628,reality.1000.1,61,true,false
127,Trường Mầm Non Đại Từ [N],N,Trường học,Hoàng Mai,21.0725723,105.8425229,-257.185886,10627.154888,1,1.68,60,60,3600,14863.200,13202.000,True,51.034,reality.1000.1,15,true,false
128,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B) [NW],NW,Trường học,Hoàng Mai,21.0469486,105.7499887,-9864.585749,7777.929446,1,1.23,60,60,1800,15561.400,15624.000,True,43.391,reality.1000.1,843,true,false
129,WinMart+,C,Siêu thị,Hoàng Mai,20.9596913,105.8444889,-53.065159,-1924.639627,1,1.35,60,60,2700,2423.300,2695.800,True,16.566,reality.1000.1,905,true,false
130,Trung tâm Hỗ trợ doanh nghiệp Hà Nội [E],E,Uỷ ban nhân dân,Thanh Xuân,21.0076516,105.9174089,7517.882642,3408.302414,1,0.50,60,60,1800,11554.800,13143.000,True,33.327,reality.1000.1,362,true,false
131,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8758286,105.8014327,-4523.392130,-11249.746402,1,1.58,60,60,3600,17893.900,18690.700,True,5.985,reality.1000.1,524,true,false
132,Cà Phê Parkland [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9806768,105.9592705,11864.179796,408.841506,1,0.95,60,60,3600,19223.500,21773.600,True,3.544,reality.1000.1,257,true,false
