id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square,outside_25mile_square
97,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0961035,105.7376578,-11144.846312,13243.704946,1,1.68,60,60,2700,23041.400,22871.400,True,51.363,reality.1000.1,797,true,false
98,Petrolimex,,amenity:fuel,,20.8898706,106.0461747,20910.536675,-9699.244808,1,1.44,60,60,2700,31547.874,31547.874,true,,openstreetmap_25_40_ring,node:4772256609,true,true
99,Cục Dự trữ Nhà nước khu vực Hà Nội [E],E,Uỷ ban nhân dân,Thanh Xuân,20.9837206,105.9669361,12660.063744,747.296624,1,0.48,60,60,1800,20130.500,23026.400,True,18.162,reality.1000.1,254,true,false
100,Cục Tần số vô tuyến điện [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.8944961,105.9252470,8331.676470,-9174.015108,1,1.58,60,60,3600,24075.300,25679.200,True,13.004,reality.1000.1,407,true,false
101,Trường Trung học cơ sở Tân Định [NE],NE,Trường học,Hoàng Mai,21.0902560,105.9721661,13203.070559,12593.492612,1,0.40,60,60,1800,22511.700,24185.200,True,4.651,reality.1000.1,129,true,false
102,Không có tên,,tourism:guest_house,,21.0034851,105.6289373,-22458.027836,2948.321332,1,1.31,60,60,1800,31000.723,31000.723,true,,openstreetmap_25_40_ring,node:4153554389,true,true
103,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8705782,105.8501057,530.101319,-11833.564244,1,0.20,60,60,1800,16316.300,14696.200,True,16.702,reality.1000.1,421,true,false
104,Phú Thành,,shop:electronics,,20.8509531,106.1056218,27089.597784,-14031.540908,1,1.62,60,60,2700,41754.334,41754.334,true,,openstreetmap_25_40_ring,node:4752104723,true,true
105,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8821219,105.9538033,11296.545596,-10549.963370,1,1.22,60,60,1800,26929.400,28533.300,True,84.869,reality.1000.1,369,true,false
106,Coffee Cây,C,Cửa hàng đồ uống,Thanh Xuân,21.0081670,105.8201771,-2577.247397,3465.612279,1,0.35,60,60,3600,6280.000,6423.000,True,4.217,reality.1000.1,974,true,false
107,Không có tên [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.8846754,105.7355173,-11367.084570,-10266.027124,1,1.74,60,60,2700,24298.100,25334.900,True,62.472,reality.1000.1,571,true,false
108,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0804372,105.8476727,277.494133,11501.691866,1,0.79,60,60,1800,20302.500,21002.400,True,3.009,reality.1000.1,5,true,false
109,Siêu thị B11 Kim Liên [NE],NE,Siêu thị,Thanh Xuân,21.1096000,105.9621506,12163.207316,14744.447273,1,1.02,60,60,1800,23716.700,24959.300,True,52.736,reality.1000.1,182,true,false
110,Co.opmart [E],E,Siêu thị,Thanh Xuân,20.9764960,105.9172207,7498.342702,-56.042243,1,0.89,60,60,2700,14082.300,15686.200,True,2.602,reality.1000.1,352,true,false
111,siêu thị 24h ninja mark [S],S,Siêu thị,Thanh Xuân,20.8687831,105.8211660,-2474.574464,-12033.170257,1,1.29,60,60,2700,19484.700,17838.700,True,33.547,reality.1000.1,480,true,false
112,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0643948,105.8757215,3189.671872,9717.858375,1,1.78,60,60,2700,13928.900,14483.500,True,196.209,reality.1000.1,37,true,false
113,VietinBank,,amenity:atm,,21.1532753,106.1512373,31830.972250,19622.966396,1,1.84,60,60,3600,51178.243,51178.243,true,,openstreetmap_25_40_ring,node:995292270,true,true
114,Starbucks [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9993226,105.9326794,9103.348336,2482.159870,1,0.87,60,60,1800,14036.100,14608.400,True,15.468,reality.1000.1,344,true,false
115,Sảnh tầng 2 nhà ga T1,,public_transport:platform,,21.2141169,105.8033356,-4330.688522,26395.853308,1,1.29,60,60,2700,36609.449,36609.449,true,,openstreetmap_25_40_ring,node:7040031287,true,true
116,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9940010,105.6950940,-15564.049658,1890.424948,1,0.75,60,60,1800,21658.700,20777.500,True,32.208,reality.1000.1,759,true,false
117,Trường Mầm non Hoa Mai [NE],NE,Trường học,Hoàng Mai,21.0819029,105.9762309,13625.100025,11664.670270,1,0.62,60,60,2700,22467.100,24344.700,True,35.232,reality.1000.1,122,true,false
118,Trường Cao đẳng Hà Nội,C,Trường học,Hoàng Mai,20.9479848,105.8213037,-2460.277707,-3226.343036,1,1.91,60,60,1800,6838.900,6971.600,True,21.984,reality.1000.1,981,true,false
119,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [E],E,Trường học,Hoàng Mai,20.9689586,105.9764206,13644.795702,-894.162883,1,1.50,60,60,3600,21544.000,23889.600,True,20.345,reality.1000.1,242,true,false
120,Delícia Coffee & Lounge [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8610181,105.7074065,-14285.699483,-12896.598863,1,0.84,60,60,1800,27687.600,27677.800,True,10.816,reality.1000.1,596,true,false
121,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8738937,105.8074333,-3900.377465,-11464.897465,1,0.23,60,60,2700,19080.000,18981.500,True,39.343,reality.1000.1,516,true,false
122,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),C,Trường học,Hoàng Mai,20.9407141,105.8617744,1741.608705,-4034.807989,1,0.29,60,60,1800,7576.700,8818.300,True,22.812,reality.1000.1,988,true,false
123,WinMart+ [NE],NE,Siêu thị,Hoàng Mai,21.0876886,106.0030524,16409.852856,12308.010757,1,1.38,60,60,1800,25873.400,27487.800,True,78.288,reality.1000.1,178,true,false
124,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0907566,105.9282364,8642.052106,12649.156792,1,1.36,60,60,2700,19376.700,20586.400,True,33.021,reality.1000.1,212,true,false
125,Cà Phê Big One [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.1119116,105.7431060,-10579.184795,15001.485465,1,1.41,60,60,2700,27497.500,26708.800,True,147.932,reality.1000.1,840,true,false
126,Siêu thị B11 Kim Liên [SW],SW,Siêu thị,Thanh Xuân,20.8933838,105.7305874,-11878.933384,-9297.697225,1,1.44,60,60,2700,22881.100,22683.200,True,101.35,reality.1000.1,599,true,false
127,Cục Sở hữu Trí tuệ [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.8797258,105.7009307,-14958.051975,-10816.397533,1,0.29,60,60,1800,24725.900,24716.200,True,13.538,reality.1000.1,621,true,false
128,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8737032,105.8241238,-2167.479710,-11486.080099,1,1.96,60,60,3600,13143.400,13275.800,True,49.466,reality.1000.1,475,true,false
129,Chợ Nhân Chính [E],E,Chợ dân sinh,Thanh Xuân,20.9923297,105.9363233,9481.677692,1704.584867,1,1.69,60,60,2700,13118.700,25535.000,True,12.294,reality.1000.1,329,true,false
130,Văn phòng Taxi Long Biên,,office:government,Thành phố Bắc Ninh,21.1687243,106.0587356,22216.143992,21342.749076,1,0.35,60,60,1800,42163.701,42163.701,true,,openstreetmap_25_40_ring,node:4510746091,true,true
131,Trường Đại học Công nghệ và Quản lý Hữu Nghị [N],N,Trường học,Hoàng Mai,21.0848544,105.8765893,3279.771549,11992.862096,1,0.74,60,60,3600,17328.700,18813.700,True,3.825,reality.1000.1,26,true,false
