id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square,outside_25mile_square
66,Cà Phê Parkland [N],N,Cửa hàng đồ uống,Thanh Xuân,21.0887849,105.8434889,-156.890554,12429.913755,1,1.71,60,60,3600,25041.000,24679.700,True,46.675,reality.1000.1,17,true,false
67,ATM VCB,,amenity:atm,,20.9170020,106.1234830,28946.129831,-6678.977360,1,1.93,60,60,1800,40539.260,40539.260,true,,openstreetmap_25_40_ring,node:481836337,true,true
68,Trường mầm non Vườn Hồng,C,Trường học,Hoàng Mai,20.9828898,105.8439724,-106.690976,654.915879,1,1.58,60,60,3600,1204.300,2526.800,True,12.486,reality.1000.1,898,true,false
69,Thặng Hằng,,shop:electronics,,20.8149610,106.0923462,25709.702993,-18038.181480,1,1.32,60,60,2700,42858.839,42858.839,true,,openstreetmap_25_40_ring,node:4752344128,true,true
70,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [E],E,Trường học,Hoàng Mai,20.9346563,105.9887950,14929.572670,-4708.404615,1,0.30,60,60,3600,23340.200,25511.300,True,74.921,reality.1000.1,327,true,false
71,9.0cafe,C,Cửa hàng đồ uống,Thanh Xuân,21.0147806,105.8047173,-4182.367238,4201.011046,1,1.87,60,60,3600,8943.400,7331.600,True,1.894,reality.1000.1,998,true,false
72,Không có tên,C,Trường học,Hoàng Mai,20.9579729,105.8318694,-1363.289731,-2115.716989,1,0.82,60,60,2700,3405.800,4044.200,True,35.872,reality.1000.1,920,true,false
73,Quan an Nam Nhu 1 [N],N,Cửa hàng ăn uống,Hoàng Mai,21.0766783,105.8933361,5018.514674,11083.721257,1,1.30,60,60,3600,16531.100,17316.700,True,107.581,reality.1000.1,69,true,false
74,Co.opmart [SE],SE,Siêu thị,Thanh Xuân,20.8683879,105.9172207,7498.342702,-12077.114492,1,1.00,60,60,1800,17318.900,17263.400,True,28.963,reality.1000.1,403,true,false
75,Trường Quốc tế Singapore [W],W,Trường học,Hoàng Mai,20.9635886,105.7704514,-7740.037839,-1491.279639,1,0.66,60,60,1800,11691.000,11217.200,True,11.398,reality.1000.1,710,true,false
76,Highlands Coffee [N],N,Cửa hàng đồ uống,Hoàng Mai,21.0672278,105.8442038,-82.665779,10032.873602,1,0.71,60,60,1800,14418.800,12734.600,True,66.791,reality.1000.1,19,true,false
77,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8860122,105.9411370,9981.461996,-10117.381747,1,0.74,60,60,2700,25927.400,27531.400,True,26.375,reality.1000.1,382,true,false
78,Trường Mầm Non Hoạ Mi [N],N,Trường học,Hoàng Mai,21.0549937,105.8463861,143.912380,8672.503750,1,1.37,60,60,3600,12726.100,11064.900,True,122.767,reality.1000.1,44,true,false
79,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8762524,105.8288433,-1677.475759,-11202.621992,1,0.62,60,60,1800,14524.100,14875.500,True,11.402,reality.1000.1,468,true,false
80,Co.opmart [NW],NW,Siêu thị,Thanh Xuân,21.0846041,105.6856575,-16543.797998,11965.030006,1,0.98,60,60,2700,23861.500,23365.200,True,56.486,reality.1000.1,883,true,false
81,WinMart+,C,Siêu thị,Thanh Xuân,21.0114072,105.8087605,-3762.580401,3825.906080,1,1.92,60,60,2700,7210.900,6740.200,True,9.48,reality.1000.1,984,true,false
82,Ngọc linh,,shop:electronics,,20.9656362,106.1152334,28088.648432,-1265.018216,1,1.30,60,60,1800,38370.057,38370.057,true,,openstreetmap_25_40_ring,node:4744802323,true,true
83,Trường mầm non Vườn Hồng [NW],NW,Trường học,Hoàng Mai,21.0849401,105.7394298,-10960.867712,12002.391502,1,0.25,60,60,1800,22039.700,21864.500,True,1.959,reality.1000.1,781,true,false
84,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0867944,105.7343241,-11490.969031,12208.580254,1,0.29,60,60,2700,21652.800,21482.800,True,61.108,reality.1000.1,785,true,false
85,Không có tên [NW],NW,Cửa hàng đồ uống,Hoàng Mai,21.0900057,105.7588808,-8941.359954,12565.660522,1,1.43,60,60,3600,21609.900,21130.500,True,20.765,reality.1000.1,805,true,false
86,Không có tên,,leisure:park,,21.1922217,106.0393316,20199.249950,23958.479644,1,1.91,60,60,1800,42764.307,42764.307,true,,openstreetmap_25_40_ring,node:6545865254,true,true
87,Chợ Trung Kính,C,Chợ dân sinh,Thanh Xuân,21.0132259,105.7992969,-4745.142409,4028.136293,1,0.84,60,60,2700,8415.900,8476.800,True,15.771,reality.1000.1,994,true,false
88,Trường Mầm non Văn Đức (điểm Chử Xá) [S],S,Trường học,Hoàng Mai,20.8256372,105.9142454,7189.431005,-16830.775443,1,1.38,60,60,2700,23100.700,23045.200,True,97.474,reality.1000.1,535,true,false
89,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8745404,105.8124548,-3379.018244,-11392.987706,1,1.88,60,60,1800,20114.000,20015.600,True,5.35,reality.1000.1,506,true,false
90,Resort Phoenix,,tourism:hotel,Thành phố Bắc Ninh,21.2009440,106.0923894,25714.193295,24929.446080,1,0.74,60,60,3600,48874.650,48874.650,true,,openstreetmap_25_40_ring,node:4748286922,true,true
91,Sảnh tầng 2 nhà ga T2,,public_transport:platform,,21.2175480,105.7911540,-5596.870570,26777.803360,1,1.46,60,60,3600,37332.017,37332.017,true,,openstreetmap_25_40_ring,node:4570480399,true,true
92,Vin+ Tổ 25 Đ.Anh,,shop:supermarket,,21.1708102,105.8443361,-69.007213,21574.951464,1,0.72,60,60,2700,29442.431,29442.431,true,,openstreetmap_25_40_ring,node:5694054028,true,true
93,Highlands Coffee [SW],SW,Cửa hàng đồ uống,Hoàng Mai,20.8510116,105.7284222,-12103.736130,-14009.270896,1,0.67,60,60,2700,25445.300,26794.300,True,41.603,reality.1000.1,555,true,false
94,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [S],S,Trường học,Hoàng Mai,20.8608505,105.8606390,1623.725352,-12915.235132,1,0.86,60,60,2700,15966.900,14237.900,True,5.982,reality.1000.1,415,true,false
95,Khách Sạn Family Transit,,tourism:hotel,,21.2167372,105.7810839,-6643.578706,26687.545104,1,1.79,60,60,1800,37530.688,37530.688,true,,openstreetmap_25_40_ring,node:4264124598,true,true
96,Trường mầm non Vườn Hồng [SW],SW,Trường học,Hoàng Mai,20.8687239,105.7394298,-10960.867712,-12039.752997,1,1.97,60,60,1800,22372.500,23656.300,True,22.708,reality.1000.1,540,true,false
97,Trường Tiểu học Hoàng Liệt [S],S,Trường học,Hoàng Mai,20.8523928,105.8498610,504.695245,-13855.688463,1,1.85,60,60,2700,18060.800,16440.700,True,9.887,reality.1000.1,424,true,false
98,Cổng BVĐK khu vực Phúc Yên,,public_transport:platform,,21.2319157,105.7120159,-13822.657125,28377.215724,1,1.69,60,60,2700,43074.843,43074.843,true,,openstreetmap_25_40_ring,node:1858361522,true,true
99,Cửa Hàng Tiện Lợi BV Mart [NE],NE,Siêu thị,Thanh Xuân,21.0811384,105.9230904,8107.766623,11579.661749,1,1.50,60,60,2700,18180.600,19405.100,True,76.588,reality.1000.1,219,true,false
100,Cà Phê Parkland [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8725687,105.7277073,-12177.960905,-11612.230743,1,0.72,60,60,1800,26257.400,26238.300,True,19.185,reality.1000.1,553,true,false
101,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1063017,105.9665149,12616.332487,14377.693047,1,1.22,60,60,1800,24004.100,24780.200,True,37.206,reality.1000.1,168,true,false
102,Chợ Trung Kính [E],E,Chợ dân sinh,Thanh Xuân,21.0071681,105.9263175,8442.821555,3354.539667,1,1.49,60,60,3600,12885.600,14996.200,True,28.96,reality.1000.1,359,true,false
103,Cà Phê Athena,,amenity:cafe,,20.7489961,105.9111078,6871.388780,-25381.394148,1,1.54,60,60,3600,35883.606,35883.606,true,,openstreetmap_25_40_ring,node:6813391168,true,true
104,Liên kết,,shop:electronics,,20.8645457,106.0766717,24080.461308,-12518.412676,1,0.74,60,60,3600,37036.621,37036.621,true,,openstreetmap_25_40_ring,node:4751996622,true,true
105,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0761188,105.9682823,12799.833490,11021.507695,1,1.92,60,60,3600,20777.000,23225.200,True,5.725,reality.1000.1,120,true,false
106,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8599026,105.7367191,-11242.307210,-13020.636803,1,0.98,60,60,2700,23869.900,25153.700,True,8.141,reality.1000.1,537,true,false
107,Không có tên,,amenity:post_office,,21.0212675,105.5507693,-30582.980083,4927.858100,1,0.93,60,60,1800,42273.411,42273.411,true,,openstreetmap_25_40_ring,node:7884264502,true,true
108,Không có tên,,amenity:doctors,,20.9478625,105.5607071,-29550.023497,-3243.586500,1,0.26,60,60,3600,40567.675,40567.675,true,,openstreetmap_25_40_ring,node:4627624090,true,true
109,Phường Ô Chợ Dừa [SE],SE,Chợ dân sinh,Thanh Xuân,20.9070029,105.9507123,10975.621301,-7783.322400,1,0.48,60,60,1800,23544.600,25148.500,True,64.833,reality.1000.1,399,true,false
110,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9709606,106.0195726,18125.069146,-671.550640,1,0.63,60,60,1800,24509.400,26696.400,True,56.351,reality.1000.1,341,true,false
111,WinMart+,C,Siêu thị,Thanh Xuân,21.0065803,105.8150887,-3105.552537,3289.179289,1,0.45,60,60,1800,6544.000,5858.200,True,3.616,reality.1000.1,979,true,false
112,Trường Trung học cơ sở Tân Định [W],W,Trường học,Hoàng Mai,20.9821479,105.7406029,-10839.070141,572.420363,1,1.73,60,60,3600,16751.700,16395.900,True,19.262,reality.1000.1,665,true,false
113,Kho bạc Nhà nước Đống Đa [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1162950,105.9533842,11253.032373,15488.897307,1,0.52,60,60,1800,23464.900,25749.500,True,13.784,reality.1000.1,209,true,false
114,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0547144,105.7475148,-10121.439394,8641.447007,1,0.69,60,60,2700,16942.300,16144.400,True,17.396,reality.1000.1,821,true,false
115,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8977172,105.6806879,-17059.768681,-8815.845130,1,1.74,60,60,1800,24024.000,24014.200,True,51.13,reality.1000.1,655,true,false
116,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0924686,105.8288433,-1677.475759,12839.522507,1,1.73,60,60,3600,24593.100,24231.800,True,161.996,reality.1000.1,53,true,false
117,Petrolimex,,amenity:fuel,,20.6884564,105.9113609,6897.696546,-32120.673552,1,1.02,60,60,2700,44832.804,44832.804,true,,openstreetmap_25_40_ring,node:4437491193,true,true
118,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0867944,105.8501057,530.101319,12208.580254,1,1.46,60,60,3600,21734.200,22434.100,True,101.552,reality.1000.1,8,true,false
119,Trung tâm Công nghệ Phần mềm Thủy lợi [E],E,Uỷ ban nhân dân,Thanh Xuân,21.0028271,105.9522405,11134.287269,2871.842490,1,1.92,60,60,1800,16531.900,18631.600,True,3.374,reality.1000.1,320,true,false
120,Starbucks [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9811356,105.9130793,7068.360212,459.857739,1,1.57,60,60,2700,14048.400,15652.300,True,11.458,reality.1000.1,358,true,false
121,Cà Phê 3k [N],N,Cửa hàng đồ uống,Thanh Xuân,21.0744813,105.8326740,-1279.751818,10839.426003,1,0.28,60,60,2700,15102.500,14371.600,True,65.767,reality.1000.1,34,true,false
122,Trường mầm non Vườn Hồng [NE],NE,Trường học,Hoàng Mai,21.0849401,105.9709930,13081.272988,12002.391502,1,1.67,60,60,1800,22219.700,24109.700,True,108.844,reality.1000.1,123,true,false
123,Cà Phê KOK [W],W,Cửa hàng đồ uống,Thanh Xuân,20.9778599,105.7110438,-13908.055374,95.616517,1,0.54,60,60,2700,21418.300,20926.200,True,50.32,reality.1000.1,706,true,false
124,Cx5,,amenity:fuel,,20.8767260,105.5405320,-31647.067352,-11162.501680,1,0.90,60,60,1800,45794.939,45794.939,true,,openstreetmap_25_40_ring,node:444668646,true,true
125,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0898864,105.8629197,1860.519930,12552.394967,1,1.20,60,60,2700,19154.800,18886.000,True,61.221,reality.1000.1,13,true,false
126,Trường Tiểu học Nghĩa Hương,,amenity:school,,20.9724351,105.6153764,-23867.577331,-508.164668,1,1.14,60,60,2700,32578.296,32578.296,true,,openstreetmap_25_40_ring,node:6184420091,true,true
127,Công ty TNHH Dương Tuấn,,office:company,Thành phố Bắc Ninh,21.1697850,106.0588043,22223.284819,21460.826200,1,0.69,60,60,2700,42159.578,42159.578,true,,openstreetmap_25_40_ring,node:4353599245,true,true
128,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [NW],NW,Trường học,Hoàng Mai,21.0427644,105.7572318,-9112.568031,7312.667634,1,0.27,60,60,1800,14757.700,14161.600,True,33.031,reality.1000.1,860,true,false
129,Chợ Nhân Chính [W],W,Chợ dân sinh,Thanh Xuân,20.9923297,105.7047601,-14560.463008,1704.584867,1,0.78,60,60,1800,20422.900,19956.600,True,25.706,reality.1000.1,742,true,false
130,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0643948,105.8757215,3189.671872,9717.858375,1,1.78,60,60,3600,13928.900,14483.500,True,196.209,reality.1000.1,37,true,false
131,Bến đò Thổ Hà,,amenity:ferry_terminal,,21.2014546,106.0414797,20422.528145,24986.286072,1,1.43,60,60,1800,44038.161,44038.161,true,,openstreetmap_25_40_ring,node:3558148992,true,true
