id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_30mile_square,outside_20mile_square
31,Trường Tiểu học Chu Văn An [S],S,Trường học,Hoàng Mai,20.8449641,105.8340177,-1140.241635,-14681.722215,1,1.07,60,60,3600,19390.600,17770.500,True,21.4,reality.1000.1,461,true,false
32,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ) [NW],NW,Trường học,Hoàng Mai,21.0621079,105.7345616,-11466.310500,9463.566697,1,1.09,60,60,3600,18614.200,18444.200,True,3.94,reality.1000.1,799,true,false
33,Bicycle ferry,,amenity:ferry_terminal,,20.8899021,105.6405401,-21252.007522,-9695.738228,1,1.02,60,60,2700,32002.169,32002.169,true,,openstreetmap_20_30_ring,node:3294728243,true,true
34,Trường Mầm non Đại Thanh [E],E,Trường học,Hoàng Mai,20.9380649,105.9694265,12918.630507,-4329.385588,1,1.88,60,60,3600,20629.100,22800.200,True,18.077,reality.1000.1,307,true,false
35,Không có tên,,amenity:shelter,,20.7624369,105.9043056,6164.353290,-23885.164292,1,1.42,60,60,2700,33794.862,33794.862,true,,openstreetmap_20_30_ring,node:4516487793,true,true
36,Không có tên,,amenity:fuel,,20.8464964,106.0582345,22164.058566,-14527.660752,1,0.32,60,60,2700,36306.227,36306.227,true,,openstreetmap_20_30_ring,node:6385048419,true,true
37,Siêu Thị T-Mart [NW],NW,Siêu thị,Thanh Xuân,21.0733648,105.7316170,-11772.034758,10715.276867,1,1.14,60,60,2700,20031.800,19861.800,True,10.805,reality.1000.1,786,true,false
38,Phòng Tập Aerobic - Zumba - Yoga - Huệ Sala,,leisure:fitness_centre,Đông Anh,21.1594453,105.8477039,281.049258,20309.810796,1,0.71,60,60,3600,27827.086,27827.086,true,,openstreetmap_20_30_ring,node:7016199314,true,true
39,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0804372,105.9634543,12298.564483,11501.691866,1,1.32,60,60,3600,21773.800,23591.600,True,0.839,reality.1000.1,124,true,false
40,Kho bạc Nhà nước Đống Đa [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1162950,105.9533842,11253.032373,15488.897307,1,0.52,60,60,2700,23464.900,25749.500,True,13.784,reality.1000.1,209,true,false
41,Nhà nghỉ Quân Hiếu,,tourism:motel,Thành phố Bắc Ninh,21.1770261,106.0552585,21854.726641,22266.905452,1,1.27,60,60,1800,42744.063,42744.063,true,,openstreetmap_20_30_ring,node:6545851278,true,true
42,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0907566,105.9282364,8642.052106,12649.156792,1,1.36,60,60,1800,19376.700,20586.400,True,33.021,reality.1000.1,212,true,false
43,Anh Vân,,shop:electronics,,20.7710547,105.9959469,15689.749698,-22925.830796,1,1.83,60,60,1800,38059.402,38059.402,true,,openstreetmap_20_30_ring,node:4761109921,true,true
44,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.1046450,105.7322990,-11701.225838,14193.476412,1,0.43,60,60,2700,24139.300,23969.200,True,331.082,reality.1000.1,827,true,false
45,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0901099,105.6916517,-15921.447815,12577.247033,1,1.39,60,60,2700,25385.400,24901.600,True,176.248,reality.1000.1,877,true,false
46,nội thất Nam Ninh,,shop:furniture,,21.1440674,105.9205200,7849.713357,18597.942968,1,0.82,60,60,1800,27655.714,27655.714,true,,openstreetmap_20_30_ring,node:4567068389,true,true
47,Qua ngã tư Hữu Bằng-Dị Nậu 30m,,public_transport:platform,,21.0448557,105.6264573,-22715.804440,7553.696524,1,1.04,60,60,2700,32796.133,32796.133,true,,openstreetmap_20_30_ring,node:8808913235,true,true
48,Không có tên [E],E,Cửa hàng đồ uống,Hoàng Mai,20.9818976,105.9904440,15100.780746,544.588273,1,1.11,60,60,3600,21636.600,23235.100,True,11.213,reality.1000.1,268,true,false
49,siêu thị 24h ninja mark [NW],NW,Siêu thị,Thanh Xuân,21.0849993,105.7053844,-14495.644814,12008.974241,1,1.95,60,60,3600,22885.100,22401.300,True,45.291,reality.1000.1,842,true,false
50,Cục Dự trữ Nhà nước khu vực Hà Nội [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.0918287,105.9669361,12660.063744,12768.368873,1,0.64,60,60,2700,21811.100,23484.600,True,15.218,reality.1000.1,133,true,false
51,Cửa Hàng Tiện Lợi BV Mart [NW],NW,Siêu thị,Thanh Xuân,21.0811384,105.6915272,-15934.374077,11579.661749,1,1.66,60,60,1800,22889.600,22393.300,True,73.806,reality.1000.1,874,true,false
52,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9609439,105.9974578,15828.991301,-1785.356862,1,0.68,60,60,3600,23191.600,24780.000,True,67.874,reality.1000.1,287,true,false
53,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8758286,105.6856511,-16544.462480,-11249.746402,1,1.46,60,60,3600,26705.800,26696.000,True,80.462,reality.1000.1,643,true,true
54,Không có tên,,leisure:park,,21.1924605,106.0398186,20249.869792,23985.062860,1,1.90,60,60,3600,43004.454,43004.454,true,,openstreetmap_20_30_ring,node:6545865257,true,true
55,WinMart+ [NE],NE,Siêu thị,Hoàng Mai,21.0840980,105.9975887,15842.582045,11908.754254,1,0.67,60,60,1800,24898.100,26794.800,True,4.433,reality.1000.1,161,true,false
56,Trường Tiểu học Tam Hiệp [W],W,Trường học,Hoàng Mai,20.9440831,105.7263036,-12323.700611,-3660.192281,1,1.88,60,60,3600,18977.100,18485.000,True,27.152,reality.1000.1,712,true,false
57,Trung tâm Hỗ trợ doanh nghiệp Hà Nội [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.8995435,105.9174089,7517.882642,-8612.769836,1,0.32,60,60,3600,23918.100,25522.000,True,86.096,reality.1000.1,412,true,false
58,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0951948,105.9635518,12308.687459,13142.662116,1,0.49,60,60,2700,23800.300,22672.100,True,83.576,reality.1000.1,141,true,false
59,Trường Tiểu học Chu Văn An [N],N,Trường học,Hoàng Mai,21.0611803,105.8340177,-1140.241635,9360.422283,1,1.85,60,60,2700,12570.400,11166.100,True,33.685,reality.1000.1,47,true,false
60,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8900855,105.9665149,12616.332487,-9664.451452,1,1.67,60,60,2700,28353.600,28325.700,True,39.717,reality.1000.1,370,true,false
61,Phạm thịnh,,shop:convenience,,21.0467572,105.6746667,-17704.814356,7765.371504,1,0.81,60,60,1800,26486.070,26486.070,true,,openstreetmap_20_30_ring,node:5182878322,true,true
62,Trung tâm Hỗ trợ doanh nghiệp Hà Nội [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.8995435,105.6858457,-16524.258059,-8612.769836,1,0.89,60,60,2700,23298.400,23288.600,True,94.32,reality.1000.1,653,true,true
63,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9795805,105.7714892,-7632.287845,286.938508,1,0.26,60,60,1800,12690.500,12182.300,True,42.246,reality.1000.1,713,true,false
64,Trường Mầm Non Hoạ Mi [S],S,Trường học,Hoàng Mai,20.8387775,105.8463861,143.912380,-15369.640748,1,0.73,60,60,1800,19824.400,18204.300,True,92.054,reality.1000.1,458,true,false
65,Bệnh viện Nhiệt đới Trung ương cơ sở 2,,public_transport:platform,,21.1300833,105.7728916,-7495.104219,17041.232956,1,1.54,60,60,2700,25504.814,25504.814,true,,openstreetmap_20_30_ring,node:8807115895,true,true
66,Không có tên [SE],SE,Cửa hàng đồ uống,Thanh Xuân,20.9002924,105.9688261,12856.293740,-8529.495955,1,1.95,60,60,1800,28539.200,25364.500,True,167.491,reality.1000.1,383,true,false
67,WinMart+ [SW],SW,Siêu thị,Hoàng Mai,20.8678818,105.7660255,-8199.558655,-12133.390245,1,1.08,60,60,3600,22507.800,22674.700,True,6.915,reality.1000.1,579,true,false
68,Không có tên [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9994511,105.9727772,13266.518258,2496.448418,1,1.21,60,60,2700,20431.400,20230.500,True,15.459,reality.1000.1,294,true,false
69,UBND phường Khương Thượng [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1043030,105.9526476,11176.554587,14155.447747,1,0.72,60,60,3600,23433.500,25893.200,True,18.947,reality.1000.1,180,true,false
70,Hội đồng nhân dân - Ủy ban nhân dân phường Thanh Liệt [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.0821695,105.9328685,9122.981718,11694.314838,1,0.48,60,60,2700,20335.300,21545.000,True,53.504,reality.1000.1,197,true,false
71,Trường Tiểu học Hoàng Liệt [E],E,Trường học,Hoàng Mai,20.9605009,105.9656426,12525.765595,-1834.616214,1,1.18,60,60,1800,21960.500,23925.000,True,11.111,reality.1000.1,251,true,false
72,Đình Văn Phú,,amenity:place_of_worship,,20.8487860,105.6297044,-22378.293791,-14272.782480,1,1.74,60,60,1800,36363.099,36363.099,true,,openstreetmap_20_30_ring,node:7187541618,true,true
73,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9905970,105.9489246,10790.012642,1511.917418,1,1.91,60,60,2700,15140.600,17074.000,True,4.26,reality.1000.1,298,true,false
74,AEON MaxValu Linh Đàm [NW],NW,Siêu thị,Hoàng Mai,21.0661348,105.7184901,-13134.940335,9911.337547,1,0.37,60,60,3600,19740.000,19259.500,True,33.545,reality.1000.1,819,true,false
75,ATM BIDV,,amenity:atm,Mê Linh,21.1853321,105.7784271,-6919.732288,23191.529372,1,1.27,60,60,1800,33156.517,33156.517,true,,openstreetmap_20_30_ring,node:1498025847,true,true
76,Không có tên,,amenity:fuel,,20.8455622,106.0606989,22420.213672,-14631.655896,1,0.61,60,60,1800,36677.906,36677.906,true,,openstreetmap_20_30_ring,node:6358085311,true,true
77,Trường Mầm non Kim Lan [S],S,Trường học,Hoàng Mai,20.8478913,105.9141960,7184.302030,-14356.232426,1,0.35,60,60,1800,19362.700,19307.200,True,9.496,reality.1000.1,531,true,false
78,Công ty Tài Chính Prudential,,office:company,,21.1721018,106.0626372,22621.684797,21718.732376,1,0.39,60,60,3600,42963.048,42963.048,true,,openstreetmap_20_30_ring,node:6545294800,true,true
79,Highlands Coffee,C,Cửa hàng đồ uống,Hoàng Mai,20.9651775,105.8329648,-1249.559394,-1314.602020,1,1.30,60,60,1800,2722.700,3902.700,True,14.4,reality.1000.1,908,true,false
80,Không có tên [S],S,Cửa hàng đồ uống,Hoàng Mai,20.8737895,105.8746624,3079.710396,-11476.483976,1,0.68,60,60,1800,13503.200,14571.200,True,68.485,reality.1000.1,441,true,false
81,Vin +19 T22 Đ.Anh,,shop:supermarket,,21.1696205,105.8568805,1234.885057,21442.514060,1,0.71,60,60,3600,29424.900,29424.900,true,,openstreetmap_20_30_ring,node:5694054122,true,true
82,Trường Mầm non Đại Thanh,C,Trường học,Hoàng Mai,20.9441227,105.8424059,-269.333457,-3655.788962,1,0.88,60,60,2700,4476.500,4610.900,True,39.406,reality.1000.1,939,true,false
83,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B) [S],S,Trường học,Hoàng Mai,20.8307324,105.8657703,2156.484601,-16264.215052,1,0.44,60,60,3600,20243.000,18631.100,True,64.465,reality.1000.1,481,true,true
84,Không có tên,,amenity:bench,,21.1233786,105.7043993,-14614.343125,16294.865752,1,1.74,60,60,2700,29987.076,29987.076,true,,openstreetmap_20_30_ring,node:4744411821,true,true
85,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9873985,105.9586546,11800.233735,1156.260445,1,1.84,60,60,2700,18816.400,21614.800,True,63.825,reality.1000.1,269,true,false
86,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9501016,105.9751068,13508.389898,-2990.965615,1,1.45,60,60,2700,20168.900,22341.500,True,9.042,reality.1000.1,271,true,false
87,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9709606,105.7880094,-5917.071555,-671.550640,1,0.85,60,60,1800,9206.300,9165.100,True,2.432,reality.1000.1,754,true,false
88,Không có tên [NE],NE,Trường học,Hoàng Mai,21.0654581,105.9548880,11409.165002,9836.091941,1,1.15,60,60,3600,19845.100,19168.200,True,31.795,reality.1000.1,148,true,false
89,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1139334,105.7964695,-5038.698331,15226.299368,1,1.05,60,60,1800,22512.700,22548.300,True,33.769,reality.1000.1,119,true,false
90,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0843585,105.7287279,-12071.996706,11937.720532,1,0.42,60,60,3600,21221.400,21070.900,True,62.893,reality.1000.1,789,true,false
91,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9690081,105.9526571,11177.540929,-888.658734,1,1.54,60,60,1800,19860.500,22169.800,True,7.017,reality.1000.1,264,true,false
92,Không có tên [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.8846754,105.9670805,12675.056131,-10266.027124,1,1.12,60,60,2700,28959.600,28833.300,True,86.297,reality.1000.1,368,true,false
93,Trung tâm Công nghệ Phần mềm Thủy lợi [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.8947190,105.7206773,-12907.853431,-9149.229759,1,1.29,60,60,3600,23124.300,23105.200,True,13.323,reality.1000.1,612,true,false
94,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9730515,105.9428562,10159.958615,-439.053168,1,0.70,60,60,2700,17403.200,19578.800,True,1.592,reality.1000.1,288,true,false
95,9.0cafe [N],N,Cửa hàng đồ uống,Thanh Xuân,21.1168309,105.8159563,-3015.473624,15548.486668,1,1.76,60,60,3600,22232.400,21138.500,True,0.736,reality.1000.1,108,true,false
96,Cửa Hàng Fast Food,,amenity:restaurant,Thành phố Bắc Ninh,21.1765819,106.0631101,22670.839054,22217.457108,1,0.96,60,60,3600,43487.110,43487.110,true,,openstreetmap_20_30_ring,node:6545253557,true,true
97,Trường Trung học cơ sở Yên Mỹ [S],S,Trường học,Hoàng Mai,20.8334908,105.8825970,3903.523375,-15957.494967,1,1.09,60,60,3600,19441.500,17829.500,True,12.778,reality.1000.1,495,true,false
98,TK mark,C,Chợ dân sinh,Thanh Xuân,20.9891267,105.8080635,-3834.946701,1348.427517,1,1.82,60,60,3600,6722.400,7531.000,True,5.672,reality.1000.1,980,true,false
99,WinMart+ [NE],NE,Siêu thị,Hoàng Mai,21.0809958,106.0133799,17482.109622,11563.805352,1,0.80,60,60,3600,25501.300,27401.200,True,123.847,reality.1000.1,203,true,true
100,9.0cafe [W],W,Cửa hàng đồ uống,Thanh Xuân,21.0087228,105.7001747,-15036.543974,3527.414419,1,1.16,60,60,1800,19316.100,19063.300,True,2.217,reality.1000.1,767,true,false
101,Cửa Hàng Gỗ Mỹ Nghệ Hà Nội,,shop:furniture,,20.9974738,105.6467054,-20611.172806,2279.143416,1,1.15,60,60,3600,28409.399,28409.399,true,,openstreetmap_20_30_ring,node:4730680636,true,true
102,Starbucks,C,Cửa hàng đồ uống,Thanh Xuân,21.0053804,105.8056588,-4084.615629,3155.756496,1,0.33,60,60,2700,7832.400,7516.200,True,32.436,reality.1000.1,990,true,false
103,WinMart+,C,Siêu thị,Thanh Xuân,20.9934563,105.8316340,-1387.730229,1829.857071,1,0.28,60,60,3600,3674.200,3110.900,True,3.229,reality.1000.1,926,true,false
104,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8957762,105.8416638,-346.382283,-9031.674483,1,1.21,60,60,3600,11349.100,11700.500,True,45.28,reality.1000.1,487,true,false
105,Trường Tiểu học Tam Hiệp,C,Trường học,Hoàng Mai,20.9501409,105.8308462,-1469.523875,-2986.595654,1,1.51,60,60,1800,4611.100,6556.400,True,9.465,reality.1000.1,945,true,false
106,Thế lan,,shop:convenience,,20.8250728,105.7138933,-13627.516078,-16912.535904,1,1.54,60,60,1800,29755.896,29755.896,true,,openstreetmap_20_30_ring,node:5101098723,true,true
107,Trường Trung học cơ sở Văn Đức [SW],SW,Trường học,Hoàng Mai,20.8288563,105.7939565,-5299.611548,-16472.827854,1,1.81,60,60,3600,25038.200,25102.800,True,45.89,reality.1000.1,652,true,true
108,Siêu Thị T-Mart [N],N,Siêu thị,Thanh Xuân,21.0733648,105.8473986,249.035592,10715.276867,1,0.32,60,60,3600,15115.500,15901.200,True,162.077,reality.1000.1,9,true,false
109,Trường Mầm Non Đại Từ [E],E,Trường học,Hoàng Mai,20.9644642,105.9583045,11763.884464,-1393.917361,1,1.13,60,60,3600,19527.300,21836.600,True,200.336,reality.1000.1,255,true,false
110,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9907069,105.9211667,7908.037711,1524.137740,1,0.78,60,60,1800,12671.500,13797.100,True,8.312,reality.1000.1,351,true,false
111,WinMart+,C,Siêu thị,Thanh Xuân,20.9823082,105.8332705,-1217.819970,590.244910,1,0.27,60,60,3600,2655.200,2994.900,True,5.746,reality.1000.1,906,true,false
112,Không có tên [S],S,Cửa hàng đồ uống,Thanh Xuân,20.8883087,105.8316321,-1387.927497,-9862.022598,1,0.51,60,60,1800,11872.900,12005.300,True,77.085,reality.1000.1,483,true,false
113,Trường Mầm non Lĩnh Nam (cơ sở 2) [S],S,Trường học,Hoàng Mai,20.8722606,105.8974202,5442.547969,-11646.489900,1,1.04,60,60,2700,15438.500,15383.000,True,4.478,reality.1000.1,499,true,false
114,Trung tâm Chiếu phim Bắc Ninh,,amenity:cinema,Thành phố Bắc Ninh,21.1794468,106.0593226,22277.158051,22536.377776,1,1.06,60,60,3600,43413.196,43413.196,true,,openstreetmap_20_30_ring,node:6546585245,true,true
115,"Nhà hàng Nhật Bản, Hàn Quốc, Sakura Sushi",,amenity:restaurant,Thành phố Bắc Ninh,21.1764479,106.0652580,22894.096460,22202.540228,1,0.74,60,60,2700,43691.856,43691.856,true,,openstreetmap_20_30_ring,node:6545253553,true,true
116,Highlands Coffee [SW],SW,Cửa hàng đồ uống,Hoàng Mai,20.8510116,105.7284222,-12103.736130,-14009.270896,1,0.67,60,60,3600,25445.300,26794.300,True,41.603,reality.1000.1,555,true,false
117,Thuế cơ sở 4 thành phố Hà Nội [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1163232,105.9485226,10748.274833,15492.033004,1,1.99,60,60,3600,22864.700,24058.600,True,56.526,reality.1000.1,214,true,false
118,Không có tên [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.1165086,105.7372629,-11185.846960,15512.648543,1,0.87,60,60,2700,28117.800,27329.000,True,98.152,reality.1000.1,855,true,false
119,Không có tên [NE],NE,Cửa hàng đồ uống,Hoàng Mai,21.0900057,105.9904440,15100.780746,12565.660522,1,1.80,60,60,1800,24339.100,25953.500,True,120.693,reality.1000.1,146,true,false
120,AEON MaxValu Linh Đàm [E],E,Siêu thị,Hoàng Mai,20.9580267,105.9500533,10907.200365,-2109.734702,1,0.57,60,60,1800,20061.000,20866.800,True,43.91,reality.1000.1,282,true,false
121,Petrolimex,,amenity:fuel,,20.8898706,106.0461747,20910.536675,-9699.244808,1,1.21,60,60,2700,31579.174,31579.174,true,,openstreetmap_20_30_ring,node:4772256609,true,true
122,Cafe Dinh [NW],NW,Cửa hàng đồ uống,Hoàng Mai,21.0421318,105.7498144,-9882.682515,7242.325723,1,1.63,60,60,2700,16346.400,15550.200,True,27.587,reality.1000.1,856,true,false
123,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8858351,105.7001079,-15043.479510,-10137.074368,1,0.92,60,60,1800,23968.000,23958.200,True,42.83,reality.1000.1,630,true,false
124,Trường Mầm non Hoa Mai [E],E,Trường học,Hoàng Mai,20.9737948,105.9762309,13625.100025,-356.401979,1,0.47,60,60,1800,20692.900,23038.500,True,6.89,reality.1000.1,243,true,false
125,Co.opmart [E],E,Siêu thị,Thanh Xuân,20.9764960,105.9172207,7498.342702,-56.042243,1,0.89,60,60,1800,14082.300,15686.200,True,2.602,reality.1000.1,352,true,false
126,Không có tên [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9964168,105.9474137,10633.142853,2159.049652,1,1.64,60,60,2700,15346.000,17478.300,True,19.992,reality.1000.1,311,true,false
127,Trường Mầm non Hoa Mai [SW],SW,Trường học,Hoàng Mai,20.8656867,105.7446677,-10417.040676,-12377.474228,1,0.46,60,60,3600,22301.500,23585.300,True,20.455,reality.1000.1,539,true,false
128,Không có tên,,amenity:cafe,,21.1450601,105.7786749,-6893.975416,18708.450332,1,1.89,60,60,2700,27315.357,27315.357,true,,openstreetmap_20_30_ring,node:6447046785,true,true
129,Trường mầm non Vườn Hồng [E],E,Trường học,Hoàng Mai,20.9768320,105.9709930,13081.272988,-18.680748,1,1.09,60,60,2700,20498.900,22844.500,True,82.25,reality.1000.1,244,true,false
130,Trường Mầm non Lĩnh Nam (cơ sở 2) [N],N,Trường học,Hoàng Mai,21.0884768,105.8974202,5442.547969,12395.654599,1,1.74,60,60,3600,19142.500,19829.500,True,11.948,reality.1000.1,85,true,false
131,Everything Coffee 'N Bagel [W],W,Cửa hàng đồ uống,Thanh Xuân,20.9980935,105.6900580,-16086.914347,2345.490185,1,1.37,60,60,1800,23028.800,21983.400,True,112.606,reality.1000.1,769,true,false
