# i j vmax_ij_m_per_s road_class free_flow_speed_kmh
7 0 9.722222 suburban 35.0
7 1 11.111111 arterial 40.0
7 2 9.722222 suburban 35.0
7 3 11.111111 arterial 40.0
7 4 11.111111 arterial 40.0
7 5 9.722222 suburban 35.0
7 6 9.722222 suburban 35.0
7 8 11.111111 arterial 40.0
7 9 11.111111 arterial 40.0
7 10 9.722222 suburban 35.0
7 11 8.333333 urban 30.0
7 12 9.722222 suburban 35.0
7 13 11.111111 arterial 40.0
7 14 11.111111 arterial 40.0
7 15 11.111111 arterial 40.0
7 16 9.722222 suburban 35.0
7 17 11.111111 arterial 40.0
7 18 9.722222 suburban 35.0
7 19 11.111111 arterial 40.0
7 20 8.333333 urban 30.0
7 21 8.333333 urban 30.0
7 22 11.111111 arterial 40.0
7 23 11.111111 arterial 40.0
7 24 9.722222 suburban 35.0
7 25 9.722222 suburban 35.0
7 26 11.111111 arterial 40.0
7 27 9.722222 suburban 35.0
7 28 9.722222 suburban 35.0
7 29 11.111111 arterial 40.0
7 30 8.333333 urban 30.0
7 31 11.111111 arterial 40.0
7 32 8.333333 urban 30.0
7 33 8.333333 urban 30.0
7 34 8.333333 urban 30.0
7 35 8.333333 urban 30.0
7 36 11.111111 arterial 40.0
7 37 11.111111 arterial 40.0
7 38 9.722222 suburban 35.0
7 39 8.333333 urban 30.0
7 40 11.111111 arterial 40.0
7 41 9.722222 suburban 35.0
7 42 11.111111 arterial 40.0
7 43 8.333333 urban 30.0
7 44 11.111111 arterial 40.0
7 45 8.333333 urban 30.0
7 46 9.722222 suburban 35.0
7 47 9.722222 suburban 35.0
7 48 9.722222 suburban 35.0
7 49 11.111111 arterial 40.0
7 50 9.722222 suburban 35.0
8 0 8.333333 urban 30.0
8 1 9.722222 suburban 35.0
8 2 8.333333 urban 30.0
8 3 9.722222 suburban 35.0
8 4 9.722222 suburban 35.0
8 5 8.333333 urban 30.0
8 6 8.333333 urban 30.0
8 7 11.111111 arterial 40.0
8 9 9.722222 suburban 35.0
8 10 8.333333 urban 30.0
8 11 8.333333 urban 30.0
8 12 8.333333 urban 30.0
8 13 9.722222 suburban 35.0
8 14 11.111111 arterial 40.0
8 15 9.722222 suburban 35.0
8 16 8.333333 urban 30.0
8 17 11.111111 arterial 40.0
8 18 9.722222 suburban 35.0
8 19 9.722222 suburban 35.0
8 20 8.333333 urban 30.0
8 21 8.333333 urban 30.0
8 22 9.722222 suburban 35.0
8 23 9.722222 suburban 35.0
8 24 8.333333 urban 30.0
8 25 8.333333 urban 30.0
8 26 9.722222 suburban 35.0
8 27 8.333333 urban 30.0
8 28 8.333333 urban 30.0
8 29 9.722222 suburban 35.0
8 30 8.333333 urban 30.0
8 31 11.111111 arterial 40.0
8 32 8.333333 urban 30.0
8 33 8.333333 urban 30.0
8 34 8.333333 urban 30.0
8 35 8.333333 urban 30.0
8 36 9.722222 suburban 35.0
8 37 9.722222 suburban 35.0
8 38 8.333333 urban 30.0
8 39 8.333333 urban 30.0
8 40 9.722222 suburban 35.0
8 41 8.333333 urban 30.0
8 42 9.722222 suburban 35.0
8 43 8.333333 urban 30.0
8 44 9.722222 suburban 35.0
8 45 8.333333 urban 30.0
8 46 8.333333 urban 30.0
8 47 8.333333 urban 30.0
8 48 9.722222 suburban 35.0
8 49 9.722222 suburban 35.0
8 50 8.333333 urban 30.0
9 0 9.722222 suburban 35.0
9 1 9.722222 suburban 35.0
9 2 8.333333 urban 30.0
9 3 11.111111 arterial 40.0
9 4 11.111111 arterial 40.0
9 5 9.722222 suburban 35.0
9 6 9.722222 suburban 35.0
9 7 11.111111 arterial 40.0
9 8 9.722222 suburban 35.0
9 10 9.722222 suburban 35.0
9 11 9.722222 suburban 35.0
9 12 9.722222 suburban 35.0
9 13 9.722222 suburban 35.0
9 14 11.111111 arterial 40.0
9 15 11.111111 arterial 40.0
9 16 8.333333 urban 30.0
9 17 11.111111 arterial 40.0
9 18 11.111111 arterial 40.0
9 19 11.111111 arterial 40.0
9 20 8.333333 urban 30.0
9 21 8.333333 urban 30.0
9 22 11.111111 arterial 40.0
9 23 11.111111 arterial 40.0
9 24 9.722222 suburban 35.0
9 25 8.333333 urban 30.0
9 26 9.722222 suburban 35.0
9 27 9.722222 suburban 35.0
9 28 8.333333 urban 30.0
9 29 9.722222 suburban 35.0
9 30 8.333333 urban 30.0
9 31 11.111111 arterial 40.0
9 32 9.722222 suburban 35.0
9 33 8.333333 urban 30.0
9 34 8.333333 urban 30.0
9 35 9.722222 suburban 35.0
9 36 11.111111 arterial 40.0
9 37 11.111111 arterial 40.0
9 38 9.722222 suburban 35.0
9 39 8.333333 urban 30.0
9 40 9.722222 suburban 35.0
9 41 8.333333 urban 30.0
9 42 11.111111 arterial 40.0
9 43 9.722222 suburban 35.0
9 44 11.111111 arterial 40.0
9 45 8.333333 urban 30.0
9 46 9.722222 suburban 35.0
9 47 8.333333 urban 30.0
9 48 8.333333 urban 30.0
9 49 11.111111 arterial 40.0
9 50 9.722222 suburban 35.0
10 0 8.333333 urban 30.0
10 1 9.722222 suburban 35.0
10 2 8.333333 urban 30.0
10 3 9.722222 suburban 35.0
10 4 8.333333 urban 30.0
10 5 8.333333 urban 30.0
10 6 8.333333 urban 30.0
10 7 9.722222 suburban 35.0
10 8 8.333333 urban 30.0
10 9 9.722222 suburban 35.0
10 11 8.333333 urban 30.0
10 12 8.333333 urban 30.0
10 13 9.722222 suburban 35.0
10 14 9.722222 suburban 35.0
10 15 8.333333 urban 30.0
10 16 9.722222 suburban 35.0
10 17 9.722222 suburban 35.0
10 18 8.333333 urban 30.0
10 19 8.333333 urban 30.0
10 20 8.333333 urban 30.0
10 21 8.333333 urban 30.0
10 22 8.333333 urban 30.0
10 23 8.333333 urban 30.0
10 24 8.333333 urban 30.0
10 25 8.333333 urban 30.0
10 26 8.333333 urban 30.0
10 27 8.333333 urban 30.0
10 28 9.722222 suburban 35.0
10 29 9.722222 suburban 35.0
10 30 9.722222 suburban 35.0
10 31 9.722222 suburban 35.0
10 32 8.333333 urban 30.0
10 33 9.722222 suburban 35.0
10 34 9.722222 suburban 35.0
10 35 8.333333 urban 30.0
10 36 8.333333 urban 30.0
10 37 9.722222 suburban 35.0
10 38 8.333333 urban 30.0
10 39 9.722222 suburban 35.0
10 40 9.722222 suburban 35.0
10 41 9.722222 suburban 35.0
10 42 8.333333 urban 30.0
10 43 8.333333 urban 30.0
10 44 9.722222 suburban 35.0
10 45 9.722222 suburban 35.0
10 46 8.333333 urban 30.0
10 47 9.722222 suburban 35.0
10 48 9.722222 suburban 35.0
10 49 8.333333 urban 30.0
10 50 8.333333 urban 30.0
11 0 8.333333 urban 30.0
11 1 8.333333 urban 30.0
11 2 8.333333 urban 30.0
11 3 8.333333 urban 30.0
11 4 9.722222 suburban 35.0
11 5 9.722222 suburban 35.0
11 6 8.333333 urban 30.0
11 7 8.333333 urban 30.0
11 8 8.333333 urban 30.0
11 9 9.722222 suburban 35.0
11 10 8.333333 urban 30.0
11 12 11.111111 arterial 40.0
11 13 8.333333 urban 30.0
11 14 9.722222 suburban 35.0
11 15 9.722222 suburban 35.0
11 16 8.333333 urban 30.0
11 17 9.722222 suburban 35.0
11 18 11.111111 arterial 40.0
11 19 9.722222 suburban 35.0
11 20 9.722222 suburban 35.0
11 21 9.722222 suburban 35.0
11 22 9.722222 suburban 35.0
11 23 11.111111 arterial 40.0
11 24 9.722222 suburban 35.0
11 25 8.333333 urban 30.0
11 26 8.333333 urban 30.0
11 27 9.722222 suburban 35.0
11 28 9.722222 suburban 35.0
11 29 8.333333 urban 30.0
11 30 11.111111 arterial 40.0
11 31 9.722222 suburban 35.0
11 32 9.722222 suburban 35.0
11 33 11.111111 arterial 40.0
11 34 9.722222 suburban 35.0
11 35 11.111111 arterial 40.0
11 36 9.722222 suburban 35.0
11 37 8.333333 urban 30.0
11 38 9.722222 suburban 35.0
11 39 11.111111 arterial 40.0
11 40 8.333333 urban 30.0
11 41 9.722222 suburban 35.0
11 42 9.722222 suburban 35.0
11 43 11.111111 arterial 40.0
11 44 8.333333 urban 30.0
11 45 11.111111 arterial 40.0
11 46 8.333333 urban 30.0
11 47 9.722222 suburban 35.0
11 48 9.722222 suburban 35.0
11 49 9.722222 suburban 35.0
11 50 9.722222 suburban 35.0
12 0 9.722222 suburban 35.0
12 1 8.333333 urban 30.0
12 2 8.333333 urban 30.0
12 3 8.333333 urban 30.0
12 4 9.722222 suburban 35.0
12 5 9.722222 suburban 35.0
12 6 8.333333 urban 30.0
12 7 9.722222 suburban 35.0
12 8 8.333333 urban 30.0
12 9 9.722222 suburban 35.0
12 10 8.333333 urban 30.0
12 11 11.111111 arterial 40.0
12 13 8.333333 urban 30.0
12 14 9.722222 suburban 35.0
12 15 11.111111 arterial 40.0
12 16 8.333333 urban 30.0
12 17 9.722222 suburban 35.0
12 18 11.111111 arterial 40.0
12 19 9.722222 suburban 35.0
12 20 9.722222 suburban 35.0
12 21 9.722222 suburban 35.0
12 22 9.722222 suburban 35.0
12 23 11.111111 arterial 40.0
12 24 9.722222 suburban 35.0
12 25 9.722222 suburban 35.0
12 26 8.333333 urban 30.0
12 27 11.111111 arterial 40.0
12 28 9.722222 suburban 35.0
12 29 8.333333 urban 30.0
12 30 11.111111 arterial 40.0
12 31 9.722222 suburban 35.0
12 32 11.111111 arterial 40.0
12 33 11.111111 arterial 40.0
12 34 9.722222 suburban 35.0
12 35 11.111111 arterial 40.0
12 36 11.111111 arterial 40.0
12 37 8.333333 urban 30.0
12 38 11.111111 arterial 40.0
12 39 11.111111 arterial 40.0
12 40 8.333333 urban 30.0
12 41 9.722222 suburban 35.0
12 42 9.722222 suburban 35.0
12 43 11.111111 arterial 40.0
12 44 8.333333 urban 30.0
12 45 11.111111 arterial 40.0
12 46 8.333333 urban 30.0
12 47 9.722222 suburban 35.0
12 48 9.722222 suburban 35.0
12 49 9.722222 suburban 35.0
12 50 9.722222 suburban 35.0
13 0 8.333333 urban 30.0
13 1 9.722222 suburban 35.0
13 2 9.722222 suburban 35.0
13 3 9.722222 suburban 35.0
13 4 9.722222 suburban 35.0
13 5 8.333333 urban 30.0
13 6 9.722222 suburban 35.0
13 7 11.111111 arterial 40.0
13 8 9.722222 suburban 35.0
13 9 9.722222 suburban 35.0
13 10 9.722222 suburban 35.0
13 11 8.333333 urban 30.0
13 12 8.333333 urban 30.0
13 14 11.111111 arterial 40.0
13 15 9.722222 suburban 35.0
13 16 9.722222 suburban 35.0
13 17 11.111111 arterial 40.0
13 18 9.722222 suburban 35.0
13 19 9.722222 suburban 35.0
13 20 8.333333 urban 30.0
13 21 8.333333 urban 30.0
13 22 9.722222 suburban 35.0
13 23 9.722222 suburban 35.0
13 24 8.333333 urban 30.0
13 25 8.333333 urban 30.0
13 26 9.722222 suburban 35.0
13 27 8.333333 urban 30.0
13 28 9.722222 suburban 35.0
13 29 11.111111 arterial 40.0
13 30 9.722222 suburban 35.0
13 31 11.111111 arterial 40.0
13 32 8.333333 urban 30.0
13 33 8.333333 urban 30.0
13 34 8.333333 urban 30.0
13 35 8.333333 urban 30.0
13 36 9.722222 suburban 35.0
13 37 9.722222 suburban 35.0
13 38 8.333333 urban 30.0
13 39 8.333333 urban 30.0
13 40 11.111111 arterial 40.0
13 41 9.722222 suburban 35.0
13 42 9.722222 suburban 35.0
13 43 8.333333 urban 30.0
13 44 9.722222 suburban 35.0
13 45 8.333333 urban 30.0
13 46 8.333333 urban 30.0
13 47 9.722222 suburban 35.0
13 48 9.722222 suburban 35.0
13 49 9.722222 suburban 35.0
13 50 8.333333 urban 30.0
14 0 9.722222 suburban 35.0
14 1 9.722222 suburban 35.0
14 2 9.722222 suburban 35.0
14 3 11.111111 arterial 40.0
14 4 11.111111 arterial 40.0
14 5 9.722222 suburban 35.0
14 6 9.722222 suburban 35.0
14 7 11.111111 arterial 40.0
14 8 11.111111 arterial 40.0
14 9 11.111111 arterial 40.0
14 10 9.722222 suburban 35.0
14 11 9.722222 suburban 35.0
14 12 9.722222 suburban 35.0
14 13 11.111111 arterial 40.0
14 15 11.111111 arterial 40.0
14 16 9.722222 suburban 35.0
14 17 11.111111 arterial 40.0
14 18 11.111111 arterial 40.0
14 19 11.111111 arterial 40.0
14 20 8.333333 urban 30.0
14 21 8.333333 urban 30.0
14 22 11.111111 arterial 40.0
14 23 11.111111 arterial 40.0
14 24 9.722222 suburban 35.0
14 25 8.333333 urban 30.0
14 26 9.722222 suburban 35.0
14 27 9.722222 suburban 35.0
14 28 8.333333 urban 30.0
14 29 11.111111 arterial 40.0
14 30 8.333333 urban 30.0
14 31 11.111111 arterial 40.0
14 32 8.333333 urban 30.0
14 33 8.333333 urban 30.0
14 34 8.333333 urban 30.0
14 35 9.722222 suburban 35.0
14 36 11.111111 arterial 40.0
14 37 11.111111 arterial 40.0
14 38 9.722222 suburban 35.0
14 39 8.333333 urban 30.0
14 40 11.111111 arterial 40.0
14 41 8.333333 urban 30.0
14 42 11.111111 arterial 40.0
14 43 8.333333 urban 30.0
14 44 11.111111 arterial 40.0
14 45 8.333333 urban 30.0
14 46 9.722222 suburban 35.0
14 47 8.333333 urban 30.0
14 48 8.333333 urban 30.0
14 49 11.111111 arterial 40.0
14 50 9.722222 suburban 35.0
15 0 9.722222 suburban 35.0
15 1 9.722222 suburban 35.0
15 2 8.333333 urban 30.0
15 3 9.722222 suburban 35.0
15 4 11.111111 arterial 40.0
15 5 9.722222 suburban 35.0
15 6 9.722222 suburban 35.0
15 7 11.111111 arterial 40.0
15 8 9.722222 suburban 35.0
15 9 11.111111 arterial 40.0
15 10 8.333333 urban 30.0
15 11 9.722222 suburban 35.0
15 12 11.111111 arterial 40.0
15 13 9.722222 suburban 35.0
15 14 11.111111 arterial 40.0
15 16 8.333333 urban 30.0
15 17 11.111111 arterial 40.0
15 18 11.111111 arterial 40.0
15 19 11.111111 arterial 40.0
15 20 8.333333 urban 30.0
15 21 9.722222 suburban 35.0
15 22 11.111111 arterial 40.0
15 23 11.111111 arterial 40.0
15 24 9.722222 suburban 35.0
15 25 8.333333 urban 30.0
15 26 9.722222 suburban 35.0
15 27 9.722222 suburban 35.0
15 28 8.333333 urban 30.0
15 29 9.722222 suburban 35.0
15 30 8.333333 urban 30.0
15 31 11.111111 arterial 40.0
15 32 9.722222 suburban 35.0
15 33 8.333333 urban 30.0
15 34 8.333333 urban 30.0
15 35 9.722222 suburban 35.0
15 36 11.111111 arterial 40.0
15 37 9.722222 suburban 35.0
15 38 9.722222 suburban 35.0
15 39 9.722222 suburban 35.0
15 40 9.722222 suburban 35.0
15 41 8.333333 urban 30.0
15 42 11.111111 arterial 40.0
15 43 9.722222 suburban 35.0
15 44 11.111111 arterial 40.0
15 45 9.722222 suburban 35.0
15 46 8.333333 urban 30.0
15 47 8.333333 urban 30.0
15 48 8.333333 urban 30.0
15 49 11.111111 arterial 40.0
15 50 9.722222 suburban 35.0
16 0 8.333333 urban 30.0
16 1 9.722222 suburban 35.0
16 2 8.333333 urban 30.0
16 3 9.722222 suburban 35.0
16 4 8.333333 urban 30.0
16 5 8.333333 urban 30.0
16 6 9.722222 suburban 35.0
16 7 9.722222 suburban 35.0
16 8 8.333333 urban 30.0
16 9 8.333333 urban 30.0
16 10 9.722222 suburban 35.0
16 11 8.333333 urban 30.0
16 12 8.333333 urban 30.0
16 13 9.722222 suburban 35.0
16 14 9.722222 suburban 35.0
16 15 8.333333 urban 30.0
16 17 9.722222 suburban 35.0
16 18 8.333333 urban 30.0
16 19 8.333333 urban 30.0
16 20 8.333333 urban 30.0
16 21 8.333333 urban 30.0
16 22 8.333333 urban 30.0
16 23 8.333333 urban 30.0
16 24 8.333333 urban 30.0
16 25 9.722222 suburban 35.0
16 26 8.333333 urban 30.0
16 27 8.333333 urban 30.0
16 28 9.722222 suburban 35.0
16 29 9.722222 suburban 35.0
16 30 9.722222 suburban 35.0
16 31 9.722222 suburban 35.0
16 32 8.333333 urban 30.0
16 33 9.722222 suburban 35.0
16 34 9.722222 suburban 35.0
16 35 8.333333 urban 30.0
16 36 8.333333 urban 30.0
16 37 9.722222 suburban 35.0
16 38 8.333333 urban 30.0
16 39 9.722222 suburban 35.0
16 40 9.722222 suburban 35.0
